업종명,업소명,소재지,소재지 전화,데이터기준일자
일반미용업,머리사랑,"경상북도 안동시 풍천면 지풍로 1500, 1층 102호",054-852-2587,2020-09-07
일반미용업,느낌헤어,"경상북도 안동시 남문로 22, 2층 (삼산동)",054-852-1294,2020-09-07
일반미용업,안기시장미용실,"경상북도 안동시 한화3길 5, 마동 1층 102호 (안기동, 안기세영종합상가)",,2020-09-07
일반미용업,바비네일샾,"경상북도 안동시 경북대로 418, 1층 111호 (옥동, 테마프라자B)",,2020-09-07
일반미용업,오정헤어,"경상북도 안동시 퇴계로 220-34, 207동 1층 101호 (안막동, 현대아파트상가)",054-843-2017,2020-09-07
일반미용업,리즈헤어,"경상북도 안동시 중앙로 36-1, 2층 (삼산동)",054-855-1125,2020-09-07
일반미용업,진제이드헤어샾,"경상북도 안동시 남문로 34, 2층 (삼산동)",,2020-09-07
일반미용업,서정희미용실,"경상북도 안동시 대석4길 12, 3층 (대석동)",,2020-09-07
일반미용업,헤어딘,"경상북도 안동시 복주3길 51-9, 1층 (옥동)",054-843-1133,2020-09-07
일반미용업,강남스타일프로헤어,"경상북도 안동시 송천2길 72-20, 2층 (송천동)",054-822-8547,2020-09-07
일반미용업,민헤어,"경상북도 안동시 중평길 39, 2층 (용상동, 세영리첼아파트상가)",054-853-5579,2020-09-07
일반미용업,에스제이헤어샵(S.J헤어샵),"경상북도 안동시 복주1길 5, 102호 (옥동, 세영상가)",054-841-3962,2020-09-07
일반미용업,쑨헤어샵,경상북도 안동시 말구리5길 2 (태화동),,2020-09-07
일반미용업,헤어스토리71(HAIR STORY 71),경상북도 안동시 옥서1길 71 (옥동),,2020-09-07
일반미용업,헤어스튜디오감성,경상북도 안동시 옥서3길 7-25 (옥동),054-855-2627,2020-09-07
일반미용업,살롱드감성,"경상북도 안동시 옥서1길 70, 102호 (옥동, 호반베르디움상가)",054-856-4006,2020-09-07
일반미용업,엘바이휴이엠(안동점),경상북도 안동시 경북대로 379 (옥동),054-843-3342,2020-09-07
일반미용업,끌림908,"경상북도 안동시 서동문로 183-1, 2층 (삼산동)",,2020-09-07
일반미용업,다인헤어,"경상북도 안동시 경북대로 439 (옥동, 1층(106호))",054-841-0211,2020-09-07
일반미용업,리엔헤어,"경상북도 안동시 경북대로 438-1, 104호 (옥동, 효성해링턴 플레이스 상가  )",,2020-09-07
일반미용업,헤어짱,"경상북도 안동시 송현길 23, 1층 105호 (송현동, 안동송현이안)",054-848-3333,2020-09-07
일반미용업,참빛헤어,"경상북도 안동시 황토마을길 10, 4호 (송현동)",,2020-09-07
일반미용업,서울미용실,경상북도 안동시 일직면 논들길 23,,2020-09-07
일반미용업,미장원 바이장,"경상북도 안동시 옥서1길 70, 113동 1층 110호 (옥동, 옥동 호반베르디움상가)",,2020-09-07
일반미용업,헤어피플,경상북도 안동시 풍산읍 풍산중앙길 146-1,,2020-09-07
일반미용업,조은미용실,"경상북도 안동시 제비원로 195, 1층 (평화동)",054-858-7799,2020-09-07
일반미용업,파마파마,"경상북도 안동시 송천2길 52, 1층 1호 (송천동)",,2020-09-07
일반미용업,다인헤어(DAIN),"경상북도 안동시 배움길 68, 1층 (당북동)",054-856-1911,2020-09-07
일반미용업,서강헤어,"경상북도 안동시 경북대로 438-1, 1층 101호 (옥동, 효성해링턴 플레이스 상가)",054-852-9424,2020-09-07
일반미용업,헤어공간 안,"경상북도 안동시 치이골길 7, 101호 (신안동, 신안현대@상가)",054-854-7856,2020-09-07
일반미용업,수앤수 헤어,"경상북도 안동시 광명로 212-4, 1층 101호 (옥동)",,2020-09-07
일반미용업,이끌림헤어,"경상북도 안동시 경동로 902, 1층 (용상동)",,2020-09-07
일반미용업,캐슬헤어샵,"경상북도 안동시 광명로 212-16, 109호 (옥동, 캐슬상가)",054-852-2237,2020-09-07
일반미용업,스타헤어,"경상북도 안동시 배움길 66, 1층 (당북동, 동편)",054-854-1788,2020-09-07
일반미용업,수미용실,경상북도 안동시 중앙시장4길 24 (옥야동),,2020-09-07
일반미용업,행복사랑미용실,"경상북도 안동시 금곡길 7, 2층 (금곡동)",054-857-4891,2020-09-07
일반미용업,김주연헤어,"경상북도 안동시 말구리2길 110, 1층 (태화동)",054-900-3735,2020-09-07
일반미용업,#현헤어,"경상북도 안동시 말구리길 10, 명성빌딩 2층 (옥동)",,2020-09-07
일반미용업,더(#) 헤어,"경상북도 안동시 말구리길 46, 101호 (태화동, 브라운스톤상가)",054-859-5703,2020-09-07
일반미용업,살롱드 이유,"경상북도 안동시 광명로 161, 2층 (옥동)",054-859-8383,2020-09-07
일반미용업,제이헤어,"경상북도 안동시 태화중앙로 92, 1층 (태화동)",,2020-09-07
일반미용업,영동미용실,경상북도 안동시 중앙시장2길 37 (옥야동),,2020-09-07
일반미용업,디엘헤어,"경상북도 안동시 광명로 214, 삼성2차아파트 상가동 104호 (옥동)",,2020-09-07
일반미용업,순헤어,"경상북도 안동시 경북대로 465, 5호 (송현동, 송현2주공상가)",054-841-6799,2020-09-07
일반미용업,더 멋스런,"경상북도 안동시 서동문로 212, 1층 (동문동)",054-855-3313,2020-09-07
일반미용업,좋은인연,경상북도 안동시 대안로 153 (남문동),,2020-09-07
일반미용업,수미헤어,"경상북도 안동시 송하2길 108, 2층 (송현동)",,2020-09-07
일반미용업,제이엠 헤어(JM헤어),"경상북도 안동시 태화중앙로 96, 2층 (태화동)",054-901-3655,2020-09-07
일반미용업,나인헤어,"경상북도 안동시 태화7길 39, 1층 (태화동)",,2020-09-07
일반미용업,디아르떼보스안동점,"경상북도 안동시 경북대로 403, 2층 (옥동)",054-843-3340,2020-09-07
일반미용업,청헤어,경상북도 안동시 송하1길 80 (송현동),054-843-6626,2020-09-07
일반미용업,권미용실,"경상북도 안동시 풍산읍 어란2길 7, 2층",,2020-09-07
일반미용업,헤어윤,"경상북도 안동시 강남5길 109, 205호 (정하동, 석미아파트 상가)",,2020-09-07
일반미용업,원헤어스토리,경상북도 안동시 경동로 474-1 (태화동),,2020-09-07
일반미용업,체리미용실,"경상북도 안동시 태화중앙로 117-1, 1층 (태화동)",,2020-09-07
일반미용업,더 끌림,"경상북도 안동시 경동로 919, 1층 (용상동)",,2020-09-07
일반미용업,순수아르더헤어,"경상북도 안동시 문화광장길 50, 2층 (삼산동)",,2020-09-07
일반미용업,헤어트루디,"경상북도 안동시 풍천면 풍요5길 30-9, 2층 203호",054-841-4748,2020-09-07
일반미용업,린헤어,"경상북도 안동시 중평길 40, 1층 (용상동)",054-821-5959,2020-09-07
일반미용업,짱머리방,"경상북도 안동시 새골2길 18, 1층 (운안동)",,2020-09-07
일반미용업,신데렐라,"경상북도 안동시 송천2길 72-16, 1층 (송천동)",054-852-2968,2020-09-07
일반미용업,온헤어,"경상북도 안동시 제비원로 170, 102동 102-2호 (금곡동)",,2020-09-07
일반미용업,끌리오,"경상북도 안동시 복주1길 5, 세영아파트상가 201동 103호 (옥동)",,2020-09-07
일반미용업,아만다 헤어,"경상북도 안동시 서동문로 31-1, 2층 (평화동)",,2020-09-07
일반미용업,길타샵,"경상북도 안동시 중앙로 17, 2층 (서부동)",,2020-09-07
일반미용업,에리카헤어,"경상북도 안동시 남문로 22-13, 2층 (삼산동)",,2020-09-07
일반미용업,커트보이남성컷전문점,"경상북도 안동시 관광단지로 79, 1층 (용상동)",,2020-09-07
일반미용업,헤어아르떼,"경상북도 안동시 송천1길 119, 3층 (송천동)",,2020-09-07
일반미용업,살롱드달,"경상북도 안동시 옥동1길 3, 1층 106호 (옥동)",,2020-09-07
일반미용업,더제이샾,"경상북도 안동시 남문로 22-11, 2층 (삼산동)",,2020-09-07
일반미용업,머리하는집,"경상북도 안동시 서동문로 181, 2층 (삼산동)",,2020-09-07
일반미용업,아린헤어,"경상북도 안동시 경동로 889, 1층 (용상동)",,2020-09-07
일반미용업,진실살롱,"경상북도 안동시 중평길 107-22, 성곡하우스 2층 201호 (용상동)",,2020-09-07
일반미용업,학가산온천미용실,"경상북도 안동시 서후면 학가산온천길 14, 안동 학가산온천 1층",,2020-09-07
일반미용업,바나,"경상북도 안동시 풍천면 검무로 4-8, 중앙타워 402호",054-900-9005,2020-09-07
일반미용업,짐헤어,"경상북도 안동시 서동문로 172, 2층 (삼산동)",,2020-09-07
일반미용업,라엘헤어웍스,"경상북도 안동시 풍천면 검무로 46, 103호",054-858-0953,2020-09-07
일반미용업,웅헤어,"경상북도 안동시 옥명2길 61-8, 1층 (태화동)",,2020-09-07
일반미용업,주주헤어,"경상북도 안동시 전거리8길 47, 1층 (용상동)",,2020-09-07
일반미용업,에스헤어,"경상북도 안동시 강남1길 133-9, 1층 (정하동)",,2020-09-07
일반미용업,러블리헤어,경상북도 안동시 제비원로 169 (금곡동),,2020-09-07
일반미용업,정헤어,"경상북도 안동시 서후면 귀여리길 40, 학가산딜라이트 203동 B101호",,2020-09-07
일반미용업,바이써니,"경상북도 안동시 옥서1길 88, 휴먼시아8단지아파트 상가 상가동동 103호 (옥동)",,2020-09-07
일반미용업,그랑지헤어,"경상북도 안동시 광명로 212-16, 지1층 101호 (옥동, 옥동삼성베스트캐슬)",,2020-09-07
일반미용업,스타일바이진주헤어,"경상북도 안동시 중앙로 39, 2층 (삼산동)",,2020-09-07
일반미용업,브라더부스,"경상북도 안동시 문화광장길 40, 1층 (삼산동)",,2020-09-07
일반미용업,여기는 미용실,"경상북도 안동시 중평길 107-16, 1층 106호 (용상동, 용상동이편한세상)",,2020-09-07
일반미용업,미엔느,"경상북도 안동시 복주6길 32, 2층 (옥동)",,2020-09-07
일반미용업,김나윤 미용실,경상북도 안동시 광명로 256 (태화동),,2020-09-07
일반미용업,이수민 헤어샾,경상북도 안동시 경동로 312 (송현동),,2020-09-07
일반미용업,다올헤어,"경상북도 안동시 송하1길 61, 1층 (송현동)",,2020-09-07
일반미용업,소호미용실,"경상북도 안동시 풍천면 천년숲서로 43-14, 소담헌 1층 112호",,2020-09-07
일반미용업,진헤어,경상북도 안동시 풍산읍 풍산중앙길 156,054-858-5552,2020-09-07
일반미용업,살롱드 어게인,"경상북도 안동시 육사로 323, 신라예식장 3층 (법흥동)",,2020-09-07
일반미용업,쑥대머리,"경상북도 안동시 단원로 84, 1층 (운안동)",054-858-5474,2020-09-07
일반미용업,살롱 제이,"경상북도 안동시 배움길 60, 2층 (당북동)",,2020-09-07
일반미용업,헤어랑,"경상북도 안동시 옥서5길 39, 1층 (옥동)",054-842-3457,2020-09-07
일반미용업,블라썸 헤어,"경상북도 안동시 풍천면 검무로 4-3, 303호",,2020-09-07
일반미용업,디유,"경상북도 안동시 음식의길 36, 1층 (동부동)",,2020-09-07
일반미용업,엣지있게헤어,"경상북도 안동시 관광단지로 68, 2층 (용상동)",054-822-0030,2020-09-07
일반미용업,라영이네,"경상북도 안동시 복주2길 79-14, 2층 (옥동)",,2020-09-07
일반미용업,헤어아티스트엠안동점,"경상북도 안동시 복주2길 80, 1층 101호 (옥동)",,2020-09-07
일반미용업,미다모아헤어샾,"경상북도 안동시 풍천면 검무로 77, 경북지방경찰청 1층",,2020-09-07
일반미용업,로엔,"경상북도 안동시 풍천면 도청대로 455, 경상북도청 지하1층",,2020-09-07
일반미용업,살롱284,"경상북도 안동시 남문로 28, 2층 (삼산동)",,2020-09-07
일반미용업,더헤어,"경상북도 안동시 경동로 847, 2층 203호 (용상동)",,2020-09-07
일반미용업,홍샵,"경상북도 안동시 광명로 253, 1층 (태화동)",,2020-09-07
일반미용업,#나인헤어9,"경상북도 안동시 단원로 123, 1층 (안기동)",,2020-09-07
일반미용업,자연헤어,경상북도 안동시 태화중앙로 101 (태화동),,2020-09-07
일반미용업,동춘미장원,"경상북도 안동시 광명로 124, 1층 (옥동)",,2020-09-07
일반미용업,민들레미용실,"경상북도 안동시 퇴계로 121-1, 1층 (명륜동)",,2020-09-07
일반미용업,헤어살롱벨라,"경상북도 안동시 풍천면 검무로 4-8, 203호",,2020-09-07
일반미용업,미앤수,"경상북도 안동시 복주2길 39, 옥동두레마을상가 201동 103호 (옥동)",,2020-09-07
일반미용업,로드헤어,"경상북도 안동시 복주1길 41, 202호 (옥동)",,2020-09-07
피부미용업,클랍코스메틱,경상북도 안동시 문화광장길 46 (삼산동),054-859-4440,2020-09-07
피부미용업,루루피부관리실,"경상북도 안동시 한화3길 38-14 (안기동, (2층))",054-843-6288,2020-09-07
피부미용업,미다모아피부관리,경상북도 안동시 경동로 862 (용상동),054-822-4488,2020-09-07
피부미용업,witch피부샵,"경상북도 안동시 화성길 36, 2층 (화성동)",054-856-5599,2020-09-07
피부미용업,고운스킨케어,경상북도 안동시 태사2길 6 (삼산동),054-857-5558,2020-09-07
피부미용업,리즈뷰티케어,경상북도 안동시 강남1길 98-22 (정하동),054-853-4050,2020-09-07
피부미용업,비안나스킨케어,"경상북도 안동시 광명로 212-6, 1층 (옥동)",054-841-9994,2020-09-07
피부미용업,이연경피부관리,경상북도 안동시 중앙시장6길 1 (안흥동),054-857-8210,2020-09-07
피부미용업,강남스킨두피센터,"경상북도 안동시 강남8길 59, 1층 101호 (정하동)",054-841-5877,2020-09-07
피부미용업,금성피부미용,경상북도 안동시 중앙로 45 (삼산동),054-852-5388,2020-09-07
피부미용업,장스킨케어,"경상북도 안동시 퇴계로 108, 2층 (북문동)",054-900-5244,2020-09-07
피부미용업,미즈스킨케어,경상북도 안동시 태화중앙로 60-1 (태화동),054-854-5111,2020-09-07
피부미용업,고미란에스테틱,"경상북도 안동시 송하1길 6-6, 2층 (송현동)",054-853-0770,2020-09-07
피부미용업,오휘피부샵,"경상북도 안동시 광명로 198, 삼성1차아파트 3층 (옥동)",054-842-8500,2020-09-07
피부미용업,가띠노 스파팰리스,"경상북도 안동시 광명로 152 (옥동, (2층))",054-841-7796,2020-09-07
피부미용업,전경희스킨케어,경상북도 안동시 강남5길 10 (정하동),054-858-1200,2020-09-07
피부미용업,뷰티앤왁싱봄,"경상북도 안동시 용상북1길 6, 에이스아울렛 B동 108호 (용상동)",054-822-9968,2020-09-07
피부미용업,조앤조에스테틱,"경상북도 안동시 경동로 888 (용상동, 3층)",054-823-3123,2020-09-07
피부미용업,아모레퍼시픽 카운셀러(타임뷰티센터),"경상북도 안동시 대안로 133, 2층 (남문동)",,2020-09-07
피부미용업,투명한피부,"경상북도 안동시 경북대로 418, B동 147호 (옥동, 테마프라자)",,2020-09-07
피부미용업,진 스킨&바디,"경상북도 안동시 경동로 404-25 (태화동, (2층))",054-856-4100,2020-09-07
피부미용업,프린세스,"경상북도 안동시 말구리길 40 (태화동, 3층)",054-853-2142,2020-09-07
피부미용업,메이퀸뷰티,"경상북도 안동시 경동로 847 (용상동, 102동 204호)",054-821-4140,2020-09-07
피부미용업,스킨앤스킨,경상북도 안동시 중앙로 74 (동부동),054-841-1321,2020-09-07
피부미용업,안나가스피,"경상북도 안동시 경북대로 429, 2층 (옥동)",054-858-8998,2020-09-07
피부미용업,스킨러브,"경상북도 안동시 퇴계로 160, 2층 (신안동)",,2020-09-07
피부미용업,제이스킨앤바디,"경상북도 안동시 퇴계로 75, 3층 (대석동)",054-842-3700,2020-09-07
피부미용업,귀빈샵,"경상북도 안동시 경북대로 418, A동 1층 117호 (옥동, 테마프라쟈)",054-856-3413,2020-09-07
피부미용업,아띠피부관리샵,"경상북도 안동시 광명로 193, 2층 (옥동)",054-855-4532,2020-09-07
피부미용업,엘림에스테틱,"경상북도 안동시 강남4길 25, 1층 (정하동)",,2020-09-07
피부미용업,김숙희스킨케어,"경상북도 안동시 중앙시장3길 34, 1층 (옥야동)",,2020-09-07
피부미용업,토탈뷰티(썬라이더),"경상북도 안동시 남문로 10-1, 1층 (남문동)",,2020-09-07
피부미용업,힐링에스테틱,경상북도 안동시 경동로 567 (당북동),,2020-09-07
피부미용업,생그린피부미용,경상북도 안동시 경북대로 357 (옥동),,2020-09-07
피부미용업,뷰티살롱림,경상북도 안동시 강남로 287 (정하동),,2020-09-07
피부미용업,치장,"경상북도 안동시 경북대로 418 (옥동, 테마프라자 A동 108호)",,2020-09-07
피부미용업,러블리 스킨&바디,"경상북도 안동시 단원로 98, 1층 (평화동)",054-858-8127,2020-09-07
피부미용업,윤에스테틱,"경상북도 안동시 옥동1길 3, 3층 303호 (옥동)",054-850-3507,2020-09-07
피부미용업,캣츠 스킨케어,"경상북도 안동시 옥서5길 53, 1층 101호 (옥동)",054-854-0810,2020-09-07
피부미용업,유앤미,"경상북도 안동시 문화광장길 12-1, 2층 (남부동)",054-855-2580,2020-09-07
피부미용업,미(美)라인,"경상북도 안동시 중앙로 7, 1층 (목성동)",,2020-09-07
피부미용업,밍크속눈썹,"경상북도 안동시 경동로 862, 용상시장 B동 12호 (용상동)",,2020-09-07
피부미용업,코리아나 화장품,"경상북도 안동시 경동로 636, 201호 (천리동)",,2020-09-07
피부미용업,오후의 테라피,"경상북도 안동시 강남5길 37, 2층 (정하동)",,2020-09-07
피부미용업,제이앤코슈,"경상북도 안동시 서동문로 121, 3층 (법상동)",054-841-0044,2020-09-07
피부미용업,스킨하우스,"경상북도 안동시 감나무5길 20, 1층 (평화동, 하늘빌상가)",,2020-09-07
피부미용업,심영숙자연눈썹,"경상북도 안동시 경북대로 397, 2층 (옥동)",054-854-3773,2020-09-07
피부미용업,영에스테틱,"경상북도 안동시 풍천면 풍요6길 12, 1층 102호",054-842-1118,2020-09-07
피부미용업,석피부관리실,"경상북도 안동시 전거리7길 34, 1층 (용상동)",054-823-3114,2020-09-07
피부미용업,마벨뷰티,"경상북도 안동시 어가골길 104, 지하1층 (옥동, 리치빌B-1)",,2020-09-07
피부미용업,루미스파,"경상북도 안동시 복주5길 41, 2층 205호 (옥동)",,2020-09-07
피부미용업,예뻐지는#,"경상북도 안동시 태사2길 9, 2층 (북문동)",054-842-0572,2020-09-07
피부미용업,BMS스킨&스파,"경상북도 안동시 노하길 431, 3층 (송현동)",054-843-2877,2020-09-07
피부미용업,제이에스피부관리,"경상북도 안동시 복주1길 5, 세영아파트 2층 202호 (옥동)",,2020-09-07
피부미용업,윤경희피부관리샵,"경상북도 안동시 풍천면 풍요로 7-11, 1층 102호",054-853-0775,2020-09-07
피부미용업,챠밍 스킨케어,"경상북도 안동시 말구리길 38, 2층 (태화동)",,2020-09-07
피부미용업,봄빛테라피,"경상북도 안동시 법상길 41-3, 1층 (법상동)",,2020-09-07
피부미용업,리즈뷰티,"경상북도 안동시 풍천면 천년숲서로 29, 우평라비엔오피스텔 211호",,2020-09-07
피부미용업,오가닉스킨&수정테라피,"경상북도 안동시 광명로 258, 1층 (태화동)",,2020-09-07
피부미용업,란언니,"경상북도 안동시 말구리길 5, 1층 (옥동)",,2020-09-07
피부미용업,민에스테틱,"경상북도 안동시 풍천면 검무로 4-8, 중앙타워 401호",,2020-09-07
피부미용업,반하다뷰티,"경상북도 안동시 경동로 404-22, 2층 201호 (태화동, 이편한세상1단지)",,2020-09-07
피부미용업,미모,"경상북도 안동시 옥명길 6-19, 2층 (옥동)",,2020-09-07
피부미용업,지니브로우,"경상북도 안동시 경북대로 418, 테마프라자 1층 133호 (옥동)",,2020-09-07
피부미용업,수영에스테틱,"경상북도 안동시 경북대로 418, 테마프라자 1층 (옥동)",,2020-09-07
피부미용업,스파팰리스,"경상북도 안동시 옥동1길 3, 3층 (옥동)",,2020-09-07
피부미용업,연이네테라피,"경상북도 안동시 말구리길 33, 2층 203,204호 (태화동, 삼성아파트)",,2020-09-07
피부미용업,마드레(MADRE),"경상북도 안동시 풍천면 검무로 4-10, 스타빌딩 202호",,2020-09-07
피부미용업,아이(eye)예뻐,"경상북도 안동시 길주길 103, 현대아파트 상가동 1층 104호 (용상동)",,2020-09-07
종합미용업,신그린헤어홈,"경상북도 안동시 경동로 277 (송현동, (청구상가201동101호))",054-859-8815,2020-09-07
종합미용업,지앤미에스테틱,"경상북도 안동시 강남1길 75 (정하동, (2층))",,2020-09-07
종합미용업,(주)글로벌케이,"경상북도 안동시 송하1길 110-26, 3층 302호 (송현동)",,2020-09-07
종합미용업,티니,"경상북도 안동시 태사2길 13, 1층 (북문동)",,2020-09-07
네일미용업,망고네일,"경상북도 안동시 상지길 9, 1층 (율세동)",,2020-09-07
네일미용업,가을국화,경상북도 안동시 맑은샘길 37 (운흥동),,2020-09-07
네일미용업,별이되는네일,"경상북도 안동시 경동로 999-14, 1층 (용상동)",054-853-4336,2020-09-07
네일미용업,솔네일,"경상북도 안동시 대안로 82-1, 1층 (옥야동)",054-853-0806,2020-09-07
네일미용업,네일하영,"경상북도 안동시 남문로 7, 1층 (남문동)",054-854-3334,2020-09-07
네일미용업,베리유네일,"경상북도 안동시 어가골길 104, 지하1층 B-1호 (옥동)",,2020-09-07
네일미용업,민네일,"경상북도 안동시 경북대로 418, B동 144호 (옥동, 테마프라자)",,2020-09-07
네일미용업,네일구공삼,"경상북도 안동시 경북대로 418, B동 1층 117호 (옥동)",,2020-09-07
네일미용업,쿠잉네일,경상북도 안동시 번영1길 58-15 (서부동),,2020-09-07
네일미용업,네일제이,"경상북도 안동시 옥동1길 27-40, 1층 101호 (옥동)",,2020-09-07
네일미용업,킴스네일,"경상북도 안동시 경북대로 418, 테마프라자 A동 1층 118호 (옥동)",,2020-09-07
네일미용업,도율네일,"경상북도 안동시 옥명2길 61-8, 라임스톤 지하1층 (태화동)",,2020-09-07
네일미용업,꼼지네일,"경상북도 안동시 송하1길 6-7, 1층 (송현동)",,2020-09-07
네일미용업,오늘.그리고 네일,"경상북도 안동시 송하2길 6, 1층 (송현동)",,2020-09-07
네일미용업,네일 하는 언니,"경상북도 안동시 강남5길 109, 석미한아름아파트 상가동 2층 204호 (정하동)",,2020-09-07
네일미용업,내일도 다니네일샵,"경상북도 안동시 경북대로 418, 테마프라자 A동 157호 (옥동)",,2020-09-07
네일미용업,라라네일,"경상북도 안동시 풍천면 천년숲서로 43-14, 소담헌 106호",,2020-09-07
네일미용업,네일더끌림,"경상북도 안동시 광명로 198, 삼성1차아파트 2층 217호 (옥동)",,2020-09-07
네일미용업,지니아 네일,"경상북도 안동시 옥서5길 53, 1층 102호 (옥동)",,2020-09-07
네일미용업,고운손 네일샵,"경상북도 안동시 말구리길 33, 1층 103호 (태화동, 삼성아파트)",,2020-09-07
네일미용업,네일 더 행복하게,"경상북도 안동시 경동로 651, 1층 (남문동)",,2020-09-07
네일미용업,로즈진네일,"경상북도 안동시 경동로 405, 103호 (태화동)",,2020-09-07
네일미용업,네일꽃피다,"경상북도 안동시 광명로 214, 삼성2차아파트 1층 105호 (옥동)",,2020-09-07
네일미용업,아르미네일,"경상북도 안동시 대안로 57-1, 1층 (당북동)",,2020-09-07
네일미용업,꽃손톱,"경상북도 안동시 태화7길 41, 1층 (태화동)",,2020-09-07
네일미용업,화이트(white)네일,"경상북도 안동시 옥서3길 7-25, 옥동씨티플라자 1층 103호 (옥동)",,2020-09-07
"일반미용업, 피부미용업",라라헤어,"경상북도 안동시 경동로 404-27, 2층 (태화동)",054-857-5418,2020-09-07
"일반미용업, 피부미용업",땡스 스킨바디,경상북도 안동시 대안로 112-1 (안흥동),,2020-09-07
"일반미용업, 네일미용업",네바에 헤어,"경상북도 안동시 경북대로 411, 3층 (옥동)",,2020-09-07
"일반미용업, 네일미용업",민아미용실,"경상북도 안동시 경북대로 418, 테마프라자 B동109호110호 (옥동)",,2020-09-07
"피부미용업, 네일미용업",다연네일,"경상북도 안동시 복주6길 20 (옥동, 101호)",,2020-09-07
"피부미용업, 네일미용업",미인(美人),"경상북도 안동시 강남3길 17, 1층 (정하동)",,2020-09-07
"피부미용업, 네일미용업",순순피부&네일,"경상북도 안동시 황토마을1길 6-1, 3,4호 (송현동)",,2020-09-07
"피부미용업, 네일미용업",삼성동네일,"경상북도 안동시 강남6길 7, 1층 (정하동)",,2020-09-07
화장ㆍ분장 미용업,아미라인,"경상북도 안동시 경북대로 418, 테마프라자 A동 1층 101호 (옥동)",054-843-5885,2020-09-07
화장ㆍ분장 미용업,뷰티앤아트 진,"경상북도 안동시 강남로 450, 2층 (정상동)",,2020-09-07
"일반미용업, 화장ㆍ분장 미용업",조현희헤어,"경상북도 안동시 중앙로 35, 2층 (삼산동)",054-841-9997,2020-09-07
"일반미용업, 화장ㆍ분장 미용업",올헤어,"경상북도 안동시 태사2길 21, 2호 (북문동)",,2020-09-07
"일반미용업, 화장ㆍ분장 미용업",이레헤어,"경상북도 안동시 북후면 북평로 856, A동 2층 201호",,2020-09-07
"일반미용업, 화장ㆍ분장 미용업",우마노헤어살롱,"경상북도 안동시 광명로 135, 1층 102호 (옥동)",,2020-09-07
"일반미용업, 화장ㆍ분장 미용업",살롱드엘,"경상북도 안동시 중들6길 18-3, 1층 (용상동)",,2020-09-07
"피부미용업, 화장ㆍ분장 미용업",아이리스피부관리실,"경상북도 안동시 광명로 198, 삼성1차아파트 209,210,211호 (옥동)",054-855-2080,2020-09-07
"피부미용업, 화장ㆍ분장 미용업",써니뷰티,"경상북도 안동시 안기1길 15, 2층 (안기동)",,2020-09-07
"네일미용업, 화장ㆍ분장 미용업",슈아르떼,"경상북도 안동시 풍천면 검무로 4-8, 3층 305호",,2020-09-07
"네일미용업, 화장ㆍ분장 미용업",현네일,"경상북도 안동시 제비원로 170, 경안타운 102동 102동 103-2호 (금곡동)",,2020-09-07
"네일미용업, 화장ㆍ분장 미용업",핑크네일,"경상북도 안동시 경동로 481, 현대아파트 상가 101호 (평화동)",,2020-09-07
"피부미용업, 네일미용업, 화장ㆍ분장 미용업",더맑음뷰티샬롱,"경상북도 안동시 경북대로 418, 테마프라자 A동 106호 (옥동)",,2020-09-07
