,업종명,인허가일자,업소명,영업자,소재지(도로명),소재지,영업장면적,소재지전화,법인명,업태명,업종명.1
659,일반음식점,37251,그곳에가고싶다,김남주,"경상북도 칠곡군 왜관읍 봉계로 190 (, 4)","경상북도 칠곡군 왜관읍 매원리 128번지 2호 , 4 ",151.6,054-971-7979,-,경양식,일반음식점
660,일반음식점,37251,경남식당,유정임,경상북도 칠곡군 석적읍 석적로 180,"경상북도 칠곡군 석적읍 중지리 597번지 3호 ,596-6 ",41.8,054-975-9987,-,한식,일반음식점
661,일반음식점,37264,윤가네들깨바지락칼국수 중리점,이영자,경상북도 칠곡군 석적읍 북중리3길 43,경상북도 칠곡군 석적읍 중리 90번지 4호  ,98.89,054-977-7797,-,한식,일반음식점
662,일반음식점,37265,안동참갈비,정경희,-,경상북도 칠곡군 왜관읍 왜관리 777번지 87호  ,110.78,054-975-3320,-,식육(숯불구이),일반음식점
663,일반음식점,37265,산막촌식당,전은주,경상북도 칠곡군 동명면 학명2길 54,경상북도 칠곡군 동명면 학명리 232번지  ,134.54,054-976-0404,-,한식,일반음식점
664,일반음식점,37265,돈아돈까스,박민경,경상북도 칠곡군 왜관읍 2번도로길 64,경상북도 칠곡군 왜관읍 왜관리 253번지 37호  ,126.67,054-972-2008,-,경양식,일반음식점
665,일반음식점,37265,김밥365중리점,배미정,경상북도 칠곡군 석적읍 유학로 28,경상북도 칠곡군 석적읍 중리 142번지 2호  ,41.2,054-977-9293,-,김밥(도시락),일반음식점
666,일반음식점,37265,일품향,박명화,-,경상북도 칠곡군 석적읍 남율리 0번지 남율2지구 토지구획정리사업지구 60B 5L ,130.5,054-976-7433,-,중국식,일반음식점
667,일반음식점,37270,금오산대반점,김광석,경상북도 칠곡군 북삼읍 금오대로8길 33-4,경상북도 칠곡군 북삼읍 인평리 1035번지 2호  ,38.0,054-975-2214,-,중국식,일반음식점
668,일반음식점,37275,목산촌,양순학,경상북도 칠곡군 동명면 한티로 798,경상북도 칠곡군 동명면 득명리 400번지 2호  ,193.8,054-975-7358,-,한식,일반음식점
669,일반음식점,37295,용두산맥식당,김선태,경상북도 칠곡군 기산면 남평로 134,경상북도 칠곡군 기산면 평복리 614번지  ,170.8,054-973-0926,-,한식,일반음식점
670,일반음식점,37295,포시즌,문점혜,경상북도 칠곡군 북삼읍 금오대로8길 34-4,경상북도 칠곡군 북삼읍 인평리 1091번지 4호  ,60.8,054-972-5404,-,호프/통닭,일반음식점
671,일반음식점,37309,구들장돼지갈비,최용수,-,경상북도 칠곡군 왜관읍 왜관리 777번지 87  호  ,218.12,054-975-9989,-,식육(숯불구이),일반음식점
672,일반음식점,37309,서울왕뚝배기감자탕,김남순,경상북도 칠곡군 북삼읍 금오대로1길 3,경상북도 칠곡군 북삼읍 인평리 1082번지 1호  ,53.36,054-974-7536,-,탕류(보신용),일반음식점
673,일반음식점,37319,바로여기,이춘자,-,경상북도 칠곡군 왜관읍 석전리 533번지 6호  ,34.68,054-972-6340,-,한식,일반음식점
674,일반음식점,37319,옥사나,KARPOVA OXANA,경상북도 칠곡군 석적읍 북중리2길 23,경상북도 칠곡군 석적읍 중리 115번지 4호  ,178.79,054-977-3577,-,호프/통닭,일반음식점
675,일반음식점,37328,박가네국밥,한경순,경상북도 칠곡군 석적읍 북중리12길 25,경상북도 칠곡군 석적읍 중리 150번지 1호  ,20.79,054-977-7979,-,탕류(보신용),일반음식점
676,일반음식점,37347,돼지의달밤,김승현,경상북도 칠곡군 왜관읍 중앙로2길 47,경상북도 칠곡군 왜관읍 왜관리 243번지 15호  ,57.66,054-973-0423,-,식육(숯불구이),일반음식점
677,일반음식점,37354,부산할매낙지식당,김광숙,경상북도 칠곡군 석적읍 북중리3길 39,경상북도 칠곡군 석적읍 중리 92번지 3호  ,80.88,054-971-6033,-,한식,일반음식점
678,일반음식점,37355,왜관복집,나보람,경상북도 칠곡군 왜관읍 중앙로10길 7,경상북도 칠곡군 왜관읍 왜관리 289번지 1호  ,43.77,054-973-3473,-,한식,일반음식점
679,일반음식점,37361,배꼽마당,신성애,경상북도 칠곡군 가산면 팔공길 73,경상북도 칠곡군 가산면 응추리 121번지 2호  ,97.35,,-,한식,일반음식점
680,일반음식점,37361,닭갈비와냉면,이영희,경상북도 칠곡군 석적읍 북중리3길 43,경상북도 칠곡군 석적읍 중리 90번지 4호  ,98.89,054-977-0262,-,한식,일반음식점
681,일반음식점,37364,놀라운닭강정,권종희,경상북도 칠곡군 북삼읍 안산1길 39,경상북도 칠곡군 북삼읍 인평리 682번지 4호  ,83.64,054-972-9915,-,통닭(치킨),일반음식점
682,일반음식점,37366,남산식육식당,이병홍,경상북도 칠곡군 왜관읍 중앙로6길 10,경상북도 칠곡군 왜관읍 왜관리 251번지 29호  ,85.2,054-973-6885,-,식육(숯불구이),일반음식점
683,일반음식점,37370,원조김태주선산곱창,임미정,경상북도 칠곡군 석적읍 북중리3길 46,경상북도 칠곡군 석적읍 중리 140번지 7호  ,95.88,054-977-0424,-,한식,일반음식점
684,일반음식점,37373,공간,김성화,경상북도 칠곡군 북삼읍 금오대로6길 29-1,경상북도 칠곡군 북삼읍 인평리 1092번지 3호  ,78.33,054-973-3305,-,한식,일반음식점
685,일반음식점,37383,무릉도원,하도미,경상북도 칠곡군 동명면 학명2길 25,경상북도 칠곡군 동명면 학명리 185번지 1호  ,97.86,054-977-9772,-,한식,일반음식점
686,일반음식점,37384,금오산성,박경정,경상북도 칠곡군 북삼읍 숭산로 165,경상북도 칠곡군 북삼읍 숭오리 1237번지 3호  ,82.32,054-975-4736,-,한식,일반음식점
687,일반음식점,37384,금오동천1번지가든,권성복,경상북도 칠곡군 북삼읍 금오동천로 141,경상북도 칠곡군 북삼읍 숭오리 908번지 1호  ,183.48,054-972-5989,-,한식,일반음식점
688,일반음식점,37385,솔밭에세빛오리,이인석,"경상북도 칠곡군 지천면 송정도당길 67-9, 나동",경상북도 칠곡군 지천면 송정리 45번지  ,98.0,054-973-0888,-,한식,일반음식점
689,일반음식점,37385,청춘,안혜진,경상북도 칠곡군 석적읍 유학로 7,경상북도 칠곡군 석적읍 중리 86번지 10호  ,108.87,054-977-3887,-,중국식,일반음식점
690,일반음식점,37390,상촌주막,최여규,경상북도 칠곡군 북삼읍 금오대로 53,경상북도 칠곡군 북삼읍 율리 830번지 61호 외 2필지 ,32.3,054-974-7911,-,호프/통닭,일반음식점
691,일반음식점,37390,이정매생이칼국수,신태화,경상북도 칠곡군 석적읍 유학로 6,경상북도 칠곡군 석적읍 중리 87번지 2호  ,68.15,054-977-6697,-,한식,일반음식점
692,일반음식점,37394,성산정식당,강희영,경상북도 칠곡군 북삼읍 외율4길 6-1,경상북도 칠곡군 북삼읍 율리 627번지  ,88.48,,-,한식,일반음식점
693,일반음식점,37399,영남추어탕,김은실,경상북도 칠곡군 석적읍 대교길 24,경상북도 칠곡군 석적읍 남율리 596번지 3호  ,134.52,054-973-6688,-,탕류(보신용),일반음식점
694,일반음식점,37400,동인동식당,김창일,경상북도 칠곡군 약목면 약목로 48,경상북도 칠곡군 약목면 남계리 8번지 8호  ,62.7,054-974-4511,-,한식,일반음식점
695,일반음식점,37400,일품칼국수,성백진,경상북도 칠곡군 석적읍 유학로 6,경상북도 칠곡군 석적읍 중리 87번지 2호  ,136.3,054-977-4739,-,한식,일반음식점
696,일반음식점,37400,풍경소리,박정욱,경상북도 칠곡군 동명면 학명2길 63,경상북도 칠곡군 동명면 학명리 235번지  ,87.0,054-976-7747,-,한식,일반음식점
697,일반음식점,37401,장금이식당,권옥남,경상북도 칠곡군 왜관읍 2번도로길 22-5 (외 1필지),경상북도 칠곡군 왜관읍 왜관리 276번지 2호 외 1필지 ,110.35,054-975-8204,-,한식,일반음식점
698,일반음식점,37401,와이낫레스토랑,방미정,경상북도 칠곡군 왜관읍 석전로 139,경상북도 칠곡군 왜관읍 석전리 430번지 23호  ,63.84,054-972-2829,-,경양식,일반음식점
699,일반음식점,37404,언덕위에,김윤옥,경상북도 칠곡군 약목면 남계5길 189-10,경상북도 칠곡군 약목면 남계리 953번지 1호  ,107.68,054-974-5121,-,한식,일반음식점
700,일반음식점,37412,대박분식,장화선,"경상북도 칠곡군 석적읍 석적로 955-15, 801동 106호 (우방신천지아파트상가)",경상북도 칠곡군 석적읍 남율리 710번지 우방신천지아파트상가 801동 106호,47.94,054-976-3894,-,분식,일반음식점
701,일반음식점,37415,유진칡냉면,문준영,경상북도 칠곡군 북삼읍 금오대로2길 16,경상북도 칠곡군 북삼읍 인평리 208번지 71호  ,188.25,054-973-7718,-,한식,일반음식점
702,일반음식점,37435,홈런숯불막창,이옥자,경상북도 칠곡군 왜관읍 구상길 192-1,경상북도 칠곡군 왜관읍 왜관리 780번지 46호  ,44.02,054-973-8851,-,호프/통닭,일반음식점
703,일반음식점,37442,옛고을숯불촌,강금숙,경상북도 칠곡군 왜관읍 2번도로길 97,경상북도 칠곡군 왜관읍 왜관리 210번지 205호  ,126.0,054-975-5251,-,식육(숯불구이),일반음식점
704,일반음식점,37460,처녀돼지,장환숙,경상북도 칠곡군 왜관읍 중앙로2길 20-1,경상북도 칠곡군 왜관읍 왜관리 253번지 40호  ,33.0,054-971-0198,-,식육(숯불구이),일반음식점
705,일반음식점,37463,오태북삼점 굽네,김명환,경상북도 칠곡군 북삼읍 북삼로 109,경상북도 칠곡군 북삼읍 인평리 670번지 4호  ,38.13,054-973-2204,-,통닭(치킨),일반음식점
706,일반음식점,37463,송백식당,김영희,경상북도 칠곡군 동명면 한티로 716,경상북도 칠곡군 동명면 기성리 26번지 4호  ,96.0,054-975-7837,-,한식,일반음식점
707,일반음식점,37467,잔칫집국수국밥,안창식,경상북도 칠곡군 석적읍 도개6길 30,경상북도 칠곡군 석적읍 도개리 949번지 1호  ,249.31,054-975-7349,-,한식,일반음식점
708,일반음식점,37468,비어갤러리석적점,김진숙,경상북도 칠곡군 석적읍 유학로 34,경상북도 칠곡군 석적읍 중리 142번지 4호  ,167.14,054-977-3335,-,호프/통닭,일반음식점
709,일반음식점,37474,해송,이태금,경상북도 칠곡군 왜관읍 공단로 209-9,경상북도 칠곡군 왜관읍 금산리 282번지 1호  ,142.5,054-973-3375,-,한식,일반음식점
710,일반음식점,37478,김밥천국,백순임,경상북도 칠곡군 석적읍 유학로 34,경상북도 칠곡군 석적읍 중리 142번지 4호  ,76.16,054-977-0444,-,김밥(도시락),일반음식점
711,일반음식점,37480,전국제일순대,김정옥,경상북도 칠곡군 북삼읍 금오대로10길 10-7,경상북도 칠곡군 북삼읍 인평리 1085번지 7호  ,106.95,054-975-8918,-,한식,일반음식점
712,일반음식점,37484,명사십리한정식,최순옥,경상북도 칠곡군 왜관읍 2산업단지1길 56,경상북도 칠곡군 왜관읍 낙산리 698번지 6호  ,28.8,,-,한식,일반음식점
713,일반음식점,37501,사계절레스호프,구행순,경상북도 칠곡군 동명면 한티로 3,경상북도 칠곡군 동명면 금암리 157번지 14호  ,88.0,,-,경양식,일반음식점
714,일반음식점,37506,타임,최명순,경상북도 칠곡군 왜관읍 석전로12길 3-2,경상북도 칠곡군 왜관읍 석전리 432번지 8호  ,56.1,054-971-0425,-,경양식,일반음식점
715,일반음식점,37508,투다리강변점,홍영일,경상북도 칠곡군 약목면 관호8길 18,경상북도 칠곡군 약목면 관호리 897번지 4호  ,93.7,054-975-4567,-,호프/통닭,일반음식점
716,일반음식점,37509,우리집왕족발,김해월,경상북도 칠곡군 약목면 약목로 75-9,경상북도 칠곡군 약목면 복성리 966번지 3호  ,43.32,054-975-7661,-,한식,일반음식점
717,일반음식점,37511,착한밥상핑크돼지,고옥주,경상북도 칠곡군 석적읍 석적로 950,경상북도 칠곡군 석적읍 남율리 756번지 3호  ,178.35,054-976-5689,(주)더간강한나눔밥상된장과김치찌개,식육(숯불구이),일반음식점
718,일반음식점,37526,감포횟집,권숙희,경상북도 칠곡군 석적읍 북중리4길 47,경상북도 칠곡군 석적읍 중리 140번지 3호  ,46.8,,-,회집,일반음식점
719,일반음식점,37526,지지고칠곡석적점,손지흔,경상북도 칠곡군 석적읍 북중리4길 47,경상북도 칠곡군 석적읍 중리 140번지 3호  ,23.4,,-,한식,일반음식점
720,일반음식점,37526,짜라짜짜반점,김순희,"경상북도 칠곡군 북삼읍 인강8길 23, 상가동 106호 (인평화성타운)",경상북도 칠곡군 북삼읍 인평리 1068번지 인평화성타운 상가동 106호,28.65,054-975-2050,-,중국식,일반음식점
721,일반음식점,37539,삼정숯불고향정,이상연,경상북도 칠곡군 석적읍 북중리13길 6,경상북도 칠곡군 석적읍 중리 83번지 9호  ,145.9,054-976-2244,-,식육(숯불구이),일반음식점
722,일반음식점,37539,용궁,방영신,경상북도 칠곡군 가산면 송신로 243,경상북도 칠곡군 가산면 송학리 224번지  ,162.5,054-972-2005,-,한식,일반음식점
723,일반음식점,37545,맛깔푸드,지옥숙,경상북도 칠곡군 약목면 교8길 59-7,경상북도 칠곡군 약목면 교리 506번지 12호  ,103.86,054-974-7529,-,한식,일반음식점
724,일반음식점,37561,참숯골화로구이,김경미,경상북도 칠곡군 왜관읍 중앙로 94,경상북도 칠곡군 왜관읍 왜관리 778번지 9호  ,99.0,054-973-9264,-,한식,일반음식점
725,일반음식점,37564,자갈마당,임주성,경상북도 칠곡군 북삼읍 북삼로11길 20,경상북도 칠곡군 북삼읍 인평리 657번지 1호  ,52.25,054-972-3766,-,중국식,일반음식점
726,일반음식점,37565,더(The)포차,곽희진,경상북도 칠곡군 석적읍 유학로 76-1,경상북도 칠곡군 석적읍 중리 215번지 7호  ,133.0,054-977-2202,-,한식,일반음식점
727,일반음식점,37566,노다지생고기,윤상숙,경상북도 칠곡군 북삼읍 금오대로8길 38,경상북도 칠곡군 북삼읍 인평리 1093번지 3호  ,85.5,054-972-1016,-,한식,일반음식점
728,일반음식점,37566,홍정남아구찜중리점,김숙희,경상북도 칠곡군 석적읍 동중리2길 2,경상북도 칠곡군 석적읍 중리 209번지 11호  ,191.76,054-976-9568,-,한식,일반음식점
729,일반음식점,37567,미소락,권현식,-,경상북도 칠곡군 왜관읍 왜관리 285-22번지  ,66.34,054-974-7111,-,분식,일반음식점
730,일반음식점,37568,아라해물탕,김경현,경상북도 칠곡군 석적읍 유학로 76-1,경상북도 칠곡군 석적읍 중리 215번지 7호  ,133.0,054-977-8005,-,식육(숯불구이),일반음식점
731,일반음식점,37572,연인,추일엽,경상북도 칠곡군 석적읍 북중리1길 51,경상북도 칠곡군 석적읍 중리 87번지 12호  ,99.18,,-,호프/통닭,일반음식점
732,일반음식점,37576,미미짬뽕,전남열,경상북도 칠곡군 석적읍 북중리3길 9,경상북도 칠곡군 석적읍 중리 136번지 3호  ,170.04,054-977-2230,-,중국식,일반음식점
733,일반음식점,37580,석정,송근호,경상북도 칠곡군 석적읍 석적로 634,경상북도 칠곡군 석적읍 포남리 605번지 1호  ,141.83,054-975-0809,-,한식,일반음식점
734,일반음식점,37582,하회마을,김명자,경상북도 칠곡군 석적읍 북중리12길 7,경상북도 칠곡군 석적읍 중리 201번지 15호  ,72.77,054-971-8650,-,분식,일반음식점
735,일반음식점,37590,불구이돈,권남순,경상북도 칠곡군 석적읍 북중리12길 13,경상북도 칠곡군 석적읍 중리 201번지 1호  ,131.44,,-,호프/통닭,일반음식점
736,일반음식점,37599,돼지목장,김춘자,경상북도 칠곡군 북삼읍 북삼로 95,경상북도 칠곡군 북삼읍 인평리 1066번지 6호  ,143.7,054-973-8770,-,식육(숯불구이),일반음식점
737,일반음식점,37599,우동김밥집,서영경,경상북도 칠곡군 왜관읍 중앙로 195,경상북도 칠곡군 왜관읍 왜관리 230번지 21호  ,30.02,054-972-8253,-,김밥(도시락),일반음식점
738,일반음식점,37599,태백산,최옥순,경상북도 칠곡군 동명면 팔공산로 165,경상북도 칠곡군 동명면 기성리 584번지  ,158.4,054-975-8103,-,한식,일반음식점
739,일반음식점,37602,소문난식당,김정완,경상북도 칠곡군 석적읍 석적로 957,경상북도 칠곡군 석적읍 남율리 745번지  ,83.7,054-976-0311,-,한식,일반음식점
740,일반음식점,37603,줄리아나도쿄,장지용,경상북도 칠곡군 석적읍 북중리12길 1,경상북도 칠곡군 석적읍 중리 201번지 5호  ,314.36,054-977-7767,-,호프/통닭,일반음식점
741,일반음식점,37606,가산손국수기사식당,박돌선,경상북도 칠곡군 가산면 경북대로 1488,경상북도 칠곡군 가산면 천평리 338번지 5호  ,90.53,054-971-7748,-,한식,일반음식점
742,일반음식점,37610,사랑해사랑해숭오점,여영애,경상북도 칠곡군 북삼읍 안산2길 20,경상북도 칠곡군 북삼읍 인평리 686번지 6호  ,45.75,054-975-5733,-,호프/통닭,일반음식점
743,일반음식점,37610,홍이 짬뽕나라,홍명란,경상북도 칠곡군 지천면 칠곡대로 2297,경상북도 칠곡군 지천면 송정리 158번지 1호  ,118.5,054-973-5070,-,중국식,일반음식점
744,일반음식점,37611,고향맛기사식당,장동협,경상북도 칠곡군 왜관읍 칠곡대로 1769,경상북도 칠곡군 왜관읍 삼청리 538번지  ,35.76,054-973-7914,-,한식,일반음식점
745,일반음식점,37614,순대전문점금강산,정현수,경상북도 칠곡군 왜관읍 공단로 50,경상북도 칠곡군 왜관읍 금산리 735번지  ,66.0,054-971-1477,-,한식,일반음식점
746,일반음식점,37614,정훈식당,김인숙,경상북도 칠곡군 왜관읍 공단로 53,"경상북도 칠곡군 왜관읍 금산리 728번지 3호 ,729-4 ",97.34,054-973-2645,-,한식,일반음식점
747,일반음식점,37620,블루스카이레스토랑,김상미,"경상북도 칠곡군 왜관읍 자조1길 9, 6호",경상북도 칠곡군 왜관읍 왜관리 841번지 15호 6호 ,212.16,054-973-8003,-,경양식,일반음식점
748,일반음식점,37639,수경왕만두찐빵,채인숙,경상북도 칠곡군 석적읍 북중리3길 65,경상북도 칠곡군 석적읍 중리 83번지 7호 83-8 ,26.0,054-977-0877,-,분식,일반음식점
749,일반음식점,37659,허갈닭강정,권헌락,"경상북도 칠곡군 왜관읍 중앙로 83, 상가동 104호 (칠곡왜관2단지주공A)",경상북도 칠곡군 왜관읍 왜관리 777번지 34호 칠곡왜관2단지주공A 상가동동 104호,34.02,054-975-6721,-,분식,일반음식점
750,일반음식점,37659,원조왜관굴뚝배기,공종옥,-,경상북도 칠곡군 왜관읍 석전리 732-1번지  ,94.03,054-975-8864,-,한식,일반음식점
751,일반음식점,37660,지코바숯불양념치킨,이철기,경상북도 칠곡군 약목면 약목로 98,경상북도 칠곡군 약목면 복성리 847번지 12호  ,58.64,054-975-0030,-,통닭(치킨),일반음식점
752,일반음식점,37664,이가네솥뚜껑생삼겹,이순옥,-,경상북도 칠곡군 북삼읍 숭오리 -번지 숭오지구 79B 2-1L동 ,50.29,054-974-8533,-,식육(숯불구이),일반음식점
753,일반음식점,37664,한라숯불곰장어생삼겹,송점순,-,경상북도 칠곡군 북삼읍 인평리 1057-5번지  ,47.25,054-973-7191,-,식육(숯불구이),일반음식점
754,일반음식점,37667,장충동왕족발석적중리점,이정원,경상북도 칠곡군 석적읍 서중리1길 34,경상북도 칠곡군 석적읍 중리 184번지 12호  ,87.88,054-976-9234,-,한식,일반음식점
755,일반음식점,37667,고향매생이굴국밥3호점 엄마밥상,안경숙,경상북도 칠곡군 동명면 팔공산로 157,경상북도 칠곡군 동명면 기성리 651번지 650-4 ,141.25,054-975-5548,-,한식,일반음식점
756,일반음식점,37667,시골묵집,박윤수,경상북도 칠곡군 동명면 남원로3길 1,경상북도 칠곡군 동명면 남원리 184번지 1호  ,190.58,054-975-5641,-,분식,일반음식점
757,일반음식점,37676,싱싱생막창,윤관순,경상북도 칠곡군 북삼읍 북삼로 193-6 (104호),경상북도 칠곡군 북삼읍 숭오리 30번지 1호 104호 ,48.48,054-975-0990,-,호프/통닭,일반음식점
758,일반음식점,37683,중동생삼겹살,김인숙,경상북도 칠곡군 석적읍 북중리3길 49,경상북도 칠곡군 석적읍 중리 90번지 2호  ,195.4,054-977-0777,-,식육(숯불구이),일반음식점
759,일반음식점,37685,동창생,김성란,경상북도 칠곡군 북삼읍 금오대로10길 30,경상북도 칠곡군 북삼읍 인평리 1034번지 6호  ,41.5,054-974-1012,-,한식,일반음식점
760,일반음식점,37690,리베라웨딩부페,황병규,"경상북도 칠곡군 왜관읍 전원1길 39-1, 3호",경상북도 칠곡군 왜관읍 왜관리 746번지 6호  3호,530.23,054-975-8300,유한회사 우현,뷔페식,일반음식점
761,일반음식점,37692,싱글벙글복어왜관점,김주범,"경상북도 칠곡군 왜관읍 자조2길 5, 2동",경상북도 칠곡군 왜관읍 왜관리 789번지 168호  2동 ,166.55,054-973-4336,-,복어취급,일반음식점
762,일반음식점,37697,해뜰날가든,안용자,경상북도 칠곡군 가산면 학하2길 42,경상북도 칠곡군 가산면 학하리 1123번지 4호  ,155.6,054-971-8160,-,한식,일반음식점
763,일반음식점,37698,고향순대국밥,신순옥,경상북도 칠곡군 석적읍 석적로 1017-17,경상북도 칠곡군 석적읍 중리 664번지 1호  ,120.72,054-977-1155,-,탕류(보신용),일반음식점
764,일반음식점,37698,성유식당,박명희,경상북도 칠곡군 동명면 백송로 758-1,경상북도 칠곡군 동명면 송산리 178번지 5호  ,44.87,054-976-1268,-,한식,일반음식점
765,일반음식점,37699,왕돌한판생삼겹,김진철,경상북도 칠곡군 북삼읍 북삼로 153-1,경상북도 칠곡군 북삼읍 숭오리 17번지 9호  ,89.76,,-,한식,일반음식점
766,일반음식점,37700,봉순이굴국밥,강기숙,경상북도 칠곡군 석적읍 북중리3길 40,경상북도 칠곡군 석적읍 중리 139번지 13호  ,107.25,054-977-9298,-,탕류(보신용),일반음식점
767,일반음식점,37701,순두부전문점가원,차주식,경상북도 칠곡군 왜관읍 중앙로12길 13,경상북도 칠곡군 왜관읍 왜관리 281번지 100호  ,98.68,054-972-2900,-,한식,일반음식점
768,일반음식점,37711,강나루가든,최윤정,경상북도 칠곡군 약목면 칠곡대로 1123,경상북도 칠곡군 약목면 관호리 851번지 19호  ,92.82,054-977-9100,-,한식,일반음식점
769,일반음식점,37718,간이역,이연순,경상북도 칠곡군 북삼읍 안산2길 19-10,경상북도 칠곡군 북삼읍 숭오리 22번지 1호  ,64.75,054-973-9233,-,호프/통닭,일반음식점
770,일반음식점,37720,발렌타인,황지영,"경상북도 칠곡군 석적읍 북중리12길 1, 2층",경상북도 칠곡군 석적읍 중리 201번지 5호 2층 ,139.92,054-976-9761,-,기타,일반음식점
771,일반음식점,37725,팔공쌈밥,이상민,경상북도 칠곡군 동명면 한티로 543,경상북도 칠곡군 동명면 기성리 996번지  ,197.12,054-975-5797,-,한식,일반음식점
772,일반음식점,37726,포항회도매,안성수,"경상북도 칠곡군 약목면 약목로 103, 101호",경상북도 칠곡군 약목면 복성리 846번지 5호 101호 ,72.48,,-,회집,일반음식점
773,일반음식점,37729,양평칼국수,박연기,경상북도 칠곡군 왜관읍 석전로10길 112-1,경상북도 칠곡군 왜관읍 석전리 708번지 5호  ,181.24,054-973-6537,-,한식,일반음식점
774,일반음식점,37739,목마루,공종임,경상북도 칠곡군 왜관읍 중앙로2길 54,경상북도 칠곡군 왜관읍 왜관리 246번지 9호 10 ,47.53,054-973-7941,-,호프/통닭,일반음식점
775,일반음식점,37739,가림참숯굴찜질방,박순희,경상북도 칠곡군 기산면 평복1길 59,경상북도 칠곡군 기산면 평복리 262번지 1호  ,28.8,054-976-5959,-,한식,일반음식점
776,일반음식점,37742,제이레스토랑,박지혜,경상북도 칠곡군 왜관읍 중앙로11길 8,경상북도 칠곡군 왜관읍 왜관리 285번지 27호 62 ,133.62,,-,경양식,일반음식점
777,일반음식점,37742,풍천참숯불장어구이,윤태시,경상북도 칠곡군 북삼읍 인평중앙로 102,경상북도 칠곡군 북삼읍 인평리 245번지 11호  ,71.0,054-974-0778,-,한식,일반음식점
778,일반음식점,37753,교촌치킨,김명자,-,경상북도 칠곡군 북삼읍 인평리 1081-7번지  ,39.13,054-973-3655,-,통닭(치킨),일반음식점
779,일반음식점,37771,나드리김밥천국,장윤자,경상북도 칠곡군 왜관읍 중앙로 85,경상북도 칠곡군 왜관읍 왜관리 777번지 34호  ,34.02,054-976-5252,-,김밥(도시락),일반음식점
780,일반음식점,37776,하나칼국수,임윤기,경상북도 칠곡군 약목면 칠곡대로 412,경상북도 칠곡군 약목면 복성리 450번지  ,70.96,054-975-8265,-,통닭(치킨),일반음식점
781,일반음식점,37779,짜장나라,임정숙,경상북도 칠곡군 가산면 호국로 1499,경상북도 칠곡군 가산면 다부리 364번지 2호  ,120.87,054-973-8787,-,중국식,일반음식점
782,일반음식점,37788,산모퉁이가든,정언경,경상북도 칠곡군 석적읍 신기길 56,경상북도 칠곡군 석적읍 남율리 691번지  ,139.2,054-976-9997,-,한식,일반음식점
783,일반음식점,37792,공단반점식당,유재규,경상북도 칠곡군 기산면 영리2길 39,경상북도 칠곡군 기산면 영리 402번지  ,58.8,054-972-2494,-,중국식,일반음식점
784,일반음식점,37795,뉴스,이효정,경상북도 칠곡군 석적읍 북중리3길 38,경상북도 칠곡군 석적읍 중리 139번지 12호  ,123.2,054-976-9277,-,호프/통닭,일반음식점
785,일반음식점,37795,조가네엄마손,김용순,경상북도 칠곡군 석적읍 북중리7길 14,경상북도 칠곡군 석적읍 중리 193번지 9호  ,77.25,054-976-0277,-,한식,일반음식점
786,일반음식점,37798,왕새우,박춘길,경상북도 칠곡군 약목면 복성13길 18,경상북도 칠곡군 약목면 복성리 680번지 690 ,40.0,054-975-4137,-,한식,일반음식점
787,일반음식점,37805,북삼횟집,이재우,경상북도 칠곡군 북삼읍 북삼로5길 1,경상북도 칠곡군 북삼읍 인평리 1053번지 2호  ,196.0,054-975-2369,-,탕류(보신용),일반음식점
788,일반음식점,37806,산성보양탕,김수용,경상북도 칠곡군 동명면 구지길 3-8,경상북도 칠곡군 동명면 구덕리 670번지 2호  ,58.09,054-976-7606,-,탕류(보신용),일반음식점
789,일반음식점,37813,범이네밥집,김혜정,경상북도 칠곡군 북삼읍 안산2길 20-1,경상북도 칠곡군 북삼읍 인평리 686번지 7호  ,38.0,054-974-4322,-,한식,일반음식점
790,일반음식점,37820,BBQ치킨,이재진,경상북도 칠곡군 북삼읍 북삼로11길 8,경상북도 칠곡군 북삼읍 숭오리 16번지 7호  ,49.85,054-975-5887,-,통닭(치킨),일반음식점
791,일반음식점,37830,싱글벙글복어북삼점,정헌숙,경상북도 칠곡군 북삼읍 북삼로 139,경상북도 칠곡군 북삼읍 숭오리 17번지 18호  ,182.8,054-975-2577,-,복어취급,일반음식점
792,일반음식점,37844,참숯마당구이,이창희,경상북도 칠곡군 약목면 약목로 99,경상북도 칠곡군 약목면 복성리 847번지 15호  ,33.81,054-974-6267,-,한식,일반음식점
793,일반음식점,37844,놀러와레스호프,최은주,경상북도 칠곡군 약목면 약목로 98-1,경상북도 칠곡군 약목면 복성리 847번지 11호  ,99.09,054-975-8192,-,호프/통닭,일반음식점
794,일반음식점,37846,천유원,조미자,경상북도 칠곡군 동명면 기성3길 46,경상북도 칠곡군 동명면 900번지 1호 외 1필지 ,463.53,054-975-5285,-,한식,일반음식점
795,일반음식점,37854,지리산산채정식,신진현,경상북도 칠곡군 동명면 한티로 553,경상북도 칠곡군 동명면 기성리 229번지 6호 외 1필지 ,195.3,054-973-9595,-,한식,일반음식점
796,일반음식점,37858,고래등,김병한,경상북도 칠곡군 석적읍 북중리9길 1,경상북도 칠곡군 석적읍 중리 194번지 6호  ,75.6,054-977-3357,-,회집,일반음식점
797,일반음식점,37865,낙화담돼지국밥,정승만,경상북도 칠곡군 지천면 지천로 374,경상북도 칠곡군 지천면 창평리 765번지 1호  ,131.4,054-972-8812,-,탕류(보신용),일반음식점
