업종명,업소명,소재지,소재지전화
일반음식점,동성반점,경상북도 문경시 신기3길 11-2 (신기동),054-553-4105
일반음식점,맛정,경상북도 문경시 상신로 4-7 (점촌동),054-555-7716
일반음식점,천생연분,경상북도 문경시 신흥로 144-1 (점촌동),054-555-9111
일반음식점,수레식당,경상북도 문경시 신흥로 117 (점촌동),054-555-5203
일반음식점,민선이네 실내포장,경상북도 문경시 중앙2길 5 (점촌동),054-555-5981
일반음식점,카페데일리,경상북도 문경시 신흥로 109 (점촌동),054-552-5469
일반음식점,여보여보야,경상북도 문경시 중앙8길 6-2 (점촌동),054-552-7722
일반음식점,대구숯불막창,경상북도 문경시 신흥로 149 (점촌동),054-553-2090
일반음식점,점촌반점,경상북도 문경시 신흥로 117 (점촌동),054-556-0013
일반음식점,태종대회집,경상북도 문경시 중앙8길 20-1 (점촌동),054-556-1776
일반음식점,꼬불이 닭갈비 낙곱,경상북도 문경시 중앙로 118-12 (점촌동),054-556-1612
일반음식점,돌돌이막창로스구이,경상북도 문경시 영신로 17 (점촌동),054-554-2229
일반음식점,중화루,경상북도 문경시 중앙2길 18-1 (점촌동),054-552-0654
일반음식점,자갈치 산꼼장어,경상북도 문경시 중앙1길 20 (점촌동),054-556-5300
일반음식점,오봉야식,경상북도 문경시 호서로 34 (점촌동),054-553-9336
일반음식점,일등왕족발,경상북도 문경시 점촌1길 53 (점촌동),054-554-0428
일반음식점,강구회실비타운,경상북도 문경시 당교9길 7 (모전동),054-555-9360
일반음식점,다미,경상북도 문경시 중앙6길 21 (점촌동),054-555-1357
일반음식점,돼지네막창,경상북도 문경시 문경읍 새재로 458-7,054-571-2728
일반음식점,먹자방식당,경상북도 문경시 영신로 95 (흥덕동),054-555-1278
일반음식점,하가네냉삼,경상북도 문경시 매봉2길 26 (모전동),054-555-9293
일반음식점,흥덕뒷고기,경상북도 문경시 신흥3길 9 (흥덕동),054-553-9388
일반음식점,스모프치킨,경상북도 문경시 중앙로 212 (흥덕동),054-555-0066
일반음식점,제이네 포차 짝,경상북도 문경시 매봉2길 24 (모전동),054-553-8204
일반음식점,안동찜닭,경상북도 문경시 신흥로 27 (모전동),054-555-8785
일반음식점,원두막식당,경상북도 문경시 영신로 95 (흥덕동),054-555-1041
일반음식점,흑돼지 식육식당,경상북도 문경시 중앙로 264 (흥덕동),054-555-0666
일반음식점,날으는탕수육,경상북도 문경시 상신로 16 (점촌동),054-555-1552
일반음식점,대박아구찜전문가든,경상북도 문경시 문경읍 온천5길 10,054-571-3031
일반음식점,가은집,경상북도 문경시 마성면 구랑1길 31,054-571-8994
일반음식점,띠실,경상북도 문경시 마성면 모곡3길 10,054-571-9313
일반음식점,농암치킨,"경상북도 문경시 농암면 청화로 1137, 1층",054-571-5578
일반음식점,학룡가든,경상북도 문경시 농암면 서재로 881,054-572-1677
일반음식점,쌍용폭포설악가든,경상북도 문경시 농암면 서재로 695,054-572-1494
일반음식점,쌍용계곡설악가든,경상북도 문경시 농암면 서재로 909-6,054-571-3689
일반음식점,석탄박물관휴게식당,경상북도 문경시 가은읍 왕능길 112,054-000-0000
일반음식점,태봉산맥,경상북도 문경시 가은읍 왕능새터길 71-3,054-571-6693
일반음식점,고향식당,경상북도 문경시 산양면 산양로 112-1,054-554-4222
일반음식점,비비큐남부점,경상북도 문경시 매봉4길 10 (모전동),054-555-9982
일반음식점,후니네,경상북도 문경시 당교로 240 (모전동),054-555-3211
일반음식점,새실비식당,경상북도 문경시 산양면 산양로 116,054-552-9353
일반음식점,들마루식당,경상북도 문경시 산양면 산양로 115,054-553-2708
일반음식점,용두동홍스쭈꾸미,경상북도 문경시 매봉로 66 (모전동),054-552-6086
일반음식점,왕건식당,경상북도 문경시 문경읍 갈평길 30,054-571-8517
일반음식점,미쳐버린돼지,경상북도 문경시 여고길 10 (모전동),054-552-8292
일반음식점,미운오리새끼,경상북도 문경시 문경읍 청운로 65,054-571-0642
일반음식점,대복냉면,경상북도 문경시 당교로 202 (모전동),054-555-1535
일반음식점,신태양식당,경상북도 문경시 문경읍 갈평길 39-1,054-571-1567
일반음식점,주흘식당,경상북도 문경시 문경읍 새재1길 76,054-571-9366
일반음식점,선경이네,경상북도 문경시 문경읍 온천8길 24,054-571-1940
일반음식점,문경관광호텔주흘관,경상북도 문경시 문경읍 새재2길 32-11,054-571-8001
일반음식점,문경관광호텔로즈,경상북도 문경시 문경읍 새재2길 32-11,054-571-8001
일반음식점,새재산장설악가든,경상북도 문경시 문경읍 새재로 878-1,054-572-1919
일반음식점,미광돌솥밥,경상북도 문경시 당교3길 33-7 (모전동),054-552-7511
일반음식점,내고향 해물포차,경상북도 문경시 신기1길 63 (신기동),054-553-8484
일반음식점,천하장사식육식당,경상북도 문경시 상신로 122 (모전동),054-000-0000
일반음식점,반재이민물가든,경상북도 문경시 새동네2길 20 (모전동),054-555-9362
일반음식점,도가네칼국수,경상북도 문경시 당교로 210 (모전동),054-554-4901
일반음식점,축협고기한마당,경상북도 문경시 당교로 253 (모전동),054-556-7770
일반음식점,옛고을 추어탕,경상북도 문경시 상신로 4-9 (점촌동),054-555-8873
일반음식점,대경꼬치구이,경상북도 문경시 중앙2길 14 (점촌동),054-555-3115
일반음식점,성일식당,경상북도 문경시 중앙6길 27 (점촌동),054-555-3586
일반음식점,문경시골밥상,경상북도 문경시 매봉2길 8-1 (모전동),054-556-3392
일반음식점,성광식육식당,경상북도 문경시 중앙로 92-2 (점촌동),054-555-2000
일반음식점,일신식당,경상북도 문경시 신흥로 143 (점촌동),054-555-3904
일반음식점,도큐하우스,경상북도 문경시 중앙로 212 (흥덕동),054-555-0169
일반음식점,무림민속식당,경상북도 문경시 예동길 23-6 (흥덕동),054-556-2913
일반음식점,대창식당,경상북도 문경시 중앙6길 33-1 (점촌동),054-000-0000
일반음식점,서울야식,경상북도 문경시 중앙2길 5 (점촌동),054-553-2533
일반음식점,호미식당,경상북도 문경시 중앙로 17 (모전동),054-556-0730
일반음식점,케이티구내식당,경상북도 문경시 영신로 6 (점촌동),054-552-0200
일반음식점,손가네식당,경상북도 문경시 중앙시장길 22 (점촌동),054-555-6813
일반음식점,홍연화,경상북도 문경시 남산로 4-3 (점촌동),054-000-0000
일반음식점,낙낙새,"경상북도 문경시 신흥6길 23, 1층 (흥덕동)",054-555-3556
일반음식점,좋은밤,"경상북도 문경시 점촌로 19 (점촌동,2층)",054-555-4622
일반음식점,성모반점,경상북도 문경시 중앙10길 8 (점촌동),054-555-2654
일반음식점,굴세상문경점,경상북도 문경시 당교로 191 (모전동),054-554-5554
일반음식점,나라식당,경상북도 문경시 중앙6길 32-1 (점촌동),054-556-0912
일반음식점,신진본가,경상북도 문경시 점촌로 3 (점촌동),054-552-2998
일반음식점,어우동,경상북도 문경시 매봉2길 11-19 (모전동),054-553-3448
일반음식점,춘천닭갈비본가칡냉면,"경상북도 문경시 중앙8길 17, 1층 (점촌동)",054-556-4565
일반음식점,웰빙오미성,경상북도 문경시 신흥로 161-8 (점촌동),054-555-3838
일반음식점,오케이식당,경상북도 문경시 중앙7길 46 (점촌동),054-552-8354
일반음식점,이정옥칼국수문경점,경상북도 문경시 호서로 21 (점촌동),054-555-2890
일반음식점,럭키스트라이크,경상북도 문경시 중앙8길 4 (점촌동),054-556-7776
일반음식점,정자식당,경상북도 문경시 유곡불정로 117 (유곡동),054-553-4368
일반음식점,민이네야식,경상북도 문경시 신흥1길 9 (흥덕동),054-552-9973
일반음식점,새재가든,경상북도 문경시 문경읍 새재로 458-1,054-571-2030
일반음식점,민주해장국,경상북도 문경시 문경읍 온천1길 11,054-571-7410
일반음식점,함지박 반점,경상북도 문경시 당교6길 4 (모전동),054-556-0077
일반음식점,다맛골,경상북도 문경시 상신로 85 (모전동),054-556-3385
일반음식점,동화원산장,경상북도 문경시 문경읍 새재1길 48,054-571-2554
일반음식점,영풍회가든,경상북도 문경시 영순면 영풍로 487,054-554-2135
일반음식점,솔밭가든,경상북도 문경시 농암면 청화로 1127,054-571-8323
일반음식점,부자식당,경상북도 문경시 신흥시장길 10 (흥덕동),054-553-9221
일반음식점,파크식당,경상북도 문경시 중앙7길 3-3 (점촌동),054-555-7517
일반음식점,문경뷔페웨딩홀,경상북도 문경시 문경읍 새재로 502,054-571-3950
일반음식점,또와분식,"경상북도 문경시 중앙시장길 22 (점촌동,107호)",054-555-4190
일반음식점,수리봉가든,경상북도 문경시 가은읍 죽문길 276-5,054-571-1588
일반음식점,황태마을,경상북도 문경시 문경읍 온천1길 8,054-571-2787
일반음식점,산골마을,경상북도 문경시 중앙6길 34-1 (점촌동),054-552-9791
일반음식점,담소원펜션식당,경상북도 문경시 문경대로 948-6 (불정동),054-571-8012
일반음식점,수라왕족발,경상북도 문경시 문경읍 주흘로 73,054-571-9879
일반음식점,아이 엠 유(I AM YOU),경상북도 문경시 중앙로 126 (점촌동),054-556-4441
일반음식점,비비큐치킨문경점,경상북도 문경시 문경읍 주흘로 52,054-000-0000
일반음식점,문경시장애인복지관식당,경상북도 문경시 시청2길 34 (모전동),054-556-0042
일반음식점,대명수산회직판장,경상북도 문경시 문경읍 새재로 453,054-572-1237
일반음식점,우정가든,경상북도 문경시 문경읍 온천3길 1,054-571-9996
일반음식점,옛순가순대국밥,경상북도 문경시 중앙로 7 (모전동),054-555-6851
일반음식점,산중에,경상북도 문경시 문경읍 새재2길 36,054-571-7972
일반음식점,아지모리,경상북도 문경시 중앙8길 14 (점촌동),054-554-6768
일반음식점,우성식당,"경상북도 문경시 신기로 98, 우성산업(주) (신기동)",054-554-0810
일반음식점,맥코리아중앙점,경상북도 문경시 중앙2길 16 (점촌동),054-556-9286
일반음식점,간이역문경1호점,경상북도 문경시 문경읍 주흘로 43,054-000-0000
일반음식점,개미소주방,경상북도 문경시 호서로 50-1 (점촌동),054-553-9130
일반음식점,한가람,경상북도 문경시 중앙1길 10 (점촌동),054-555-0199
일반음식점,"백두산칡냉면,김영희강남동태찜",경상북도 문경시 중앙6길 33-2 (점촌동),054-554-8289
일반음식점,늘봄식당,경상북도 문경시 중앙1길 16 (점촌동),054-553-4807
일반음식점,현춘가든,경상북도 문경시 영신7길 16 (영신동),054-553-4665
일반음식점,해뜨락등뼈감자탕,경상북도 문경시 당교로 255 (모전동),054-553-8075
일반음식점,들꽃밥상,경상북도 문경시 동로면 노은1길 31,054-553-9295
일반음식점,굽네치킨 문경읍새재점,경상북도 문경시 문경읍 주흘1길 25,054-571-8088
일반음식점,임꺽정숯불촌,경상북도 문경시 매봉로 82 (모전동),054-556-9669
일반음식점,돈벼락 선지국 문경읍점,경상북도 문경시 문경읍 온천1길 2,054-572-0181
일반음식점,온천닭갈비 삼겹살,경상북도 문경시 문경읍 온천3길 20,054-571-5531
일반음식점,떡군이네 떡볶이 문경점,경상북도 문경시 매봉4길 10 (모전동),054-555-9982
일반음식점,청록숯불갈비,경상북도 문경시 당교7길 13 (모전동),054-556-2131
일반음식점,호식이두마리치킨점촌점,경상북도 문경시 상신로 77 (모전동),054-555-9912
일반음식점,가야웨딩뷔페,경상북도 문경시 공평로 241-9 (공평동),054-553-5811
일반음식점,하얀기억속의너,경상북도 문경시 신기1길 67 (신기동),054-552-8946
일반음식점,고향식당,경상북도 문경시 신흥1길 15-15 (흥덕동),054-000-0000
일반음식점,민속촌,경상북도 문경시 점촌동 245-3,054-552-2536
일반음식점,막창을품은맹구,경상북도 문경시 문경읍 온천7길 11,054-571-0252
일반음식점,생고기로스구이 돈달산,경상북도 문경시 중앙로 259 (흥덕동),054-555-2789
일반음식점,지코바숯불양념치킨모전점,"경상북도 문경시 매봉2길 11-20, 1층 (모전동)",054-555-9255
일반음식점,늘푸른산장,경상북도 문경시 산북면 김용길 294,054-554-0888
일반음식점,반,경상북도 문경시 중앙8길 5 (점촌동),054-554-5558
일반음식점,문경약돌돼지매봉산,경상북도 문경시 매봉1길 7 (모전동),054-555-2288
일반음식점,직거래식육식당,경상북도 문경시 신흥시장길 10 (흥덕동),054-552-9876
일반음식점,진남정,경상북도 문경시 마성면 진남1길 210,054-552-7777
일반음식점,미성호프레스토랑,경상북도 문경시 점촌5길 4-1 (점촌동),054-555-3259
일반음식점,용궁석쇠구이,경상북도 문경시 매봉1길 70 (모전동),054-000-0000
일반음식점,오뚜기,경상북도 문경시 중앙7길 1 (점촌동),054-552-3377
일반음식점,아라쭈꾸미문경점,경상북도 문경시 점촌1길 16 (점촌동),054-555-1339
일반음식점,밤마다야식,경상북도 문경시 중앙6길 11-2 (점촌동),054-555-3545
일반음식점,홍가네,경상북도 문경시 중앙7길 56-3 (흥덕동),054-553-9896
일반음식점,김밥천국,경상북도 문경시 호서로 5-2 (점촌동),054-556-5955
일반음식점,문경시 청소년수련관구내식당,경상북도 문경시 불정길 180 (불정동),054-554-3188
일반음식점,약돌돼지샤브샤브,경상북도 문경시 돈달로 43 (모전동),054-556-7192
일반음식점,배윤박갈비마트,경상북도 문경시 매봉로 107 (모전동),054-556-8892
일반음식점,모산식당,경상북도 문경시 신흥7길 4 (흥덕동),054-552-1097
일반음식점,명문가마솥식당,경상북도 문경시 호계면 호계길 4,054-554-4860
일반음식점,모전곱창,경상북도 문경시 모전로 89 (모전동),054-552-5659
일반음식점,금곡송어장,"경상북도 문경시 영신로 18-1, 1층 (점촌동)",054-556-5989
일반음식점,사랑도조개구이,경상북도 문경시 중앙4길 26-1 (점촌동),054-555-2332
일반음식점,옛날영양돌솥쌈밥,경상북도 문경시 문경읍 온천8길 20,054-572-3833
일반음식점,여우목가든,경상북도 문경시 문경읍 여우목로 1644,054-571-8304
일반음식점,산북냇가두부촌,경상북도 문경시 산북면 황새골길 5-6,054-556-1101
일반음식점,백포자연산매운탕,경상북도 문경시 영순면 백포길 123,054-552-1972
일반음식점,돌판위에삼겹살,경상북도 문경시 문경읍 주흘1길 19,054-571-2233
일반음식점,예송김밥,경상북도 문경시 호서로 16 (점촌동),054-555-3477
일반음식점,환희왕족발,경상북도 문경시 문경읍 문희로 16,054-572-2077
일반음식점,문희관,경상북도 문경시 문경읍 주흘로 87,054-572-0292
일반음식점,금룡,경상북도 문경시 유곡불정로 50 (유곡동),054-553-8170
일반음식점,산마루카페,"경상북도 문경시 문경읍 온천2길 37, 2층",054-571-3566
일반음식점,윤주호프,경상북도 문경시 점촌2길 2 (점촌동),054-552-7377
일반음식점,명동야식,경상북도 문경시 가은읍 대야로 2444,054-571-7379
일반음식점,할매소머리곰탕,경상북도 문경시 중앙로 139-7 (점촌동),054-553-9595
일반음식점,경미순대,경상북도 문경시 당교로 240-4 (모전동),054-556-1234
일반음식점,수정식당,경상북도 문경시 가은읍 대야로 2478-1,054-571-8544
일반음식점,문경새재맛집,경상북도 문경시 문경읍 새재로 662,054-571-9627
일반음식점,문경약돌한우정육식당,경상북도 문경시 문경읍 새재로 359-9,054-572-1253
일반음식점,김밥천국 점촌점,경상북도 문경시 호서로 3 (점촌동),054-555-1019
일반음식점,통나무식당,경상북도 문경시 농암면 청화로 1130,054-571-3252
일반음식점,토토로마을,경상북도 문경시 중앙로 28 (모전동),054-000-0000
일반음식점,옛날가마솥순대,경상북도 문경시 문경읍 온천1길 4,054-572-1818
일반음식점,닭이봉춘천닭갈비점촌점,경상북도 문경시 중앙로 118-4 (점촌동),054-556-8292
일반음식점,나드리김밥,"경상북도 문경시 상신로 5, 1층 (점촌동)",054-555-1999
일반음식점,주식회사 서원 문경(하)휴게소,경상북도 문경시 중부내륙고속도로 173 (유곡동),054-554-1655
일반음식점,맹구돌구이,경상북도 문경시 중앙6길 12 (점촌동),054-555-4598
일반음식점,산천송어,경상북도 문경시 흥덕6길 11 (흥덕동),054-555-9594
일반음식점,이가네참숯불꼼장어,경상북도 문경시 중앙6길 34 (점촌동),054-000-0000
일반음식점,"70, 80실내마차",경상북도 문경시 모전동 687-3,054-000-0000
일반음식점,탄광촌식당,경상북도 문경시 문경읍 새재로 912,054-572-0154
일반음식점,솔향기,경상북도 문경시 매봉2길 18 (모전동),054-555-5584
일반음식점,우복동,경상북도 문경시 영강공원길 11 (흥덕동),054-556-3366
일반음식점,시골집,경상북도 문경시 신흥1길 11-3 (흥덕동),054-555-2582
일반음식점,문경약돌한우 조선갈빗집,경상북도 문경시 중앙4길 42 (점촌동),054-555-0006
일반음식점,서울갈비,경상북도 문경시 점촌5길 3-11 (점촌동),054-556-8733
일반음식점,고기,경상북도 문경시 점촌로 11-1 (점촌동),054-555-5999
일반음식점,꼬지이야기,경상북도 문경시 상신로 13 (점촌동),054-000-0000
일반음식점,나무꾼,경상북도 문경시 문경읍 주흘로 53 (50-2),054-571-6003
일반음식점,명동만두,경상북도 문경시 매봉4길 28 (모전동),054-555-0069
일반음식점,촌빨떡볶이,경상북도 문경시 중앙7길 1 (점촌동),054-534-9522
일반음식점,촌가,경상북도 문경시 농암면 청암2길 21-7,054-000-0000
일반음식점,한성연수원구내식당,경상북도 문경시 마성면 하내2길 55,054-751-4422
일반음식점,양푼이동태탕,경상북도 문경시 매봉로 23 (모전동),054-555-9266
일반음식점,청송얼음막걸리모전점,경상북도 문경시 매봉2길 23-19 (모전동),054-555-4611
일반음식점,암소한마리,경상북도 문경시 영신로 10 (점촌동),054-555-0917
일반음식점,명륜진사갈비(문경점),경상북도 문경시 당교6길 18 (모전동),054-553-2779
일반음식점,충주식당,경상북도 문경시 중앙7길 47 (점촌동),054-552-1338
일반음식점,낙원,경상북도 문경시 앗골길 89 (유곡동),054-554-4020
일반음식점,OSK농장,경상북도 문경시 당교로 167 (모전동),054-553-2333
일반음식점,두메산골,경상북도 문경시 마성면 은성로 1260,054-571-5389
일반음식점,그때그집,"경상북도 문경시 신흥시장길 19, 다동 105호 (흥덕동)",054-555-4181
일반음식점,그곳에가고싶다,경상북도 문경시 흥덕1길 3 (흥덕동),054-555-0910
일반음식점,토담,경상북도 문경시 문경읍 온천3길 10-21,054-571-3345
일반음식점,조은보리밥식당,경상북도 문경시 문경읍 하리2길 16,054-571-5796
일반음식점,새토종왕순대,경상북도 문경시 문경읍 문희로 24,054-571-6661
일반음식점,대포오천냥,경상북도 문경시 모전로 102 (모전동),054-555-9950
일반음식점,강동교가든,경상북도 문경시 산북면 고래무덤길 4,054-000-0000
일반음식점,콩요리전문,경상북도 문경시 문경읍 온천8길 14,054-571-2683
일반음식점,강남식육식당,경상북도 문경시 점촌1길 38-2 (점촌동),054-000-0000
일반음식점,예나지나,경상북도 문경시 운동장로 4-1 (모전동),054-553-5323
일반음식점,아자개포차,경상북도 문경시 가은읍 대야로 2472,054-571-3336
일반음식점,목화식당,경상북도 문경시 농암면 청암2길 6,054-571-0919
일반음식점,옥녀봉집두부,경상북도 문경시 가은읍 왕능길 12,054-571-3834
일반음식점,선산곱창전골,경상북도 문경시 중앙로 256-3 (흥덕동),054-000-0000
일반음식점,김가네돼지떡갈비,경상북도 문경시 점촌로 11-1 (점촌동),054-000-0000
일반음식점,원조초심아구찜,경상북도 문경시 중앙7길 9-4 (점촌동),054-000-0000
일반음식점,니술내술,경상북도 문경시 중앙7길 10 (점촌동),054-555-4413
일반음식점,이삭토스트문경점,경상북도 문경시 상신로 18 (점촌동),054-000-0000
일반음식점,금천기사식당,경상북도 문경시 산북면 금천로 679,054-553-8520
일반음식점,하늘재식당,경상북도 문경시 문경읍 새재로 924,054-571-5128
일반음식점,강이주는맛집,경상북도 문경시 마성면 구랑로 241,054-571-0685
일반음식점,황금소문경시청점,경상북도 문경시 당교로 193 (모전동),054-553-9992
일반음식점,본죽,경상북도 문경시 중앙8길 6 (점촌동),054-556-6233
일반음식점,영진생생오리,경상북도 문경시 영신4길 4 (영신동),054-555-5733
일반음식점,(주)문경레저타운,경상북도 문경시 마성면 문경골프장길 240 (주)문경레저타운,054-550-5041
일반음식점,(주)문경레저타운 문희하우스,경상북도 문경시 마성면 문경골프장길 240,054-550-5042
일반음식점,(주)문경레저타운 스타트하우스,경상북도 문경시 마성면 문경골프장길 240,054-550-5023
일반음식점,(주)문경레저타운 경서하우스,경상북도 문경시 마성면 문경골프장길 240,054-550-5042
일반음식점,테라스,경상북도 문경시 매봉6길 3-4 (모전동),054-554-3350
일반음식점,동막골,경상북도 문경시 매봉6길 3-10 (모전동),054-556-8283
일반음식점,황제능이버섯백숙,경상북도 문경시 문경읍 온천4길 3,054-571-3770
일반음식점,풍미아구찜,경상북도 문경시 주평길 10 (신기동),054-000-0000
일반음식점,밥먹고갑시다,경상북도 문경시 신흥로 90-1 (점촌동),054-555-5507
일반음식점,미향소주방,경상북도 문경시 중앙로 192 (흥덕동),054-555-5055
일반음식점,선창,경상북도 문경시 당교3길 20 (모전동),054-555-5998
일반음식점,콩깍지식당,경상북도 문경시 신흥1길 11-12 (흥덕동),054-000-0000
일반음식점,금부자식당,경상북도 문경시 가은읍 대야로 1691,054-000-0000
일반음식점,수옥칡냉면돌곱창,경상북도 문경시 매봉로 16 (모전동),054-000-0000
일반음식점,하초동,경상북도 문경시 문경읍 새재로 861,054-571-7977
일반음식점,공주네 막창,경상북도 문경시 중앙2길 9-1 (점촌동),054-000-0000
일반음식점,대야산장식당,경상북도 문경시 가은읍 용추길 58,054-000-0000
일반음식점,뿅가야채곱창,경상북도 문경시 중앙6길 19-1 (점촌동),054-554-9289
일반음식점,청운가마솥손두부,경상북도 문경시 문경읍 청운로 1,054-571-5770
일반음식점,청사초롱,경상북도 문경시 중앙10길 6 (점촌동),054-555-8606
일반음식점,요고딸기,경상북도 문경시 중앙로 131 (점촌동),054-000-0000
일반음식점,용우동,경상북도 문경시 중앙8길 3-1 (점촌동),054-555-8832
일반음식점,서민조개구이,경상북도 문경시 점촌동 280-3,054-555-3222
일반음식점,남강,경상북도 문경시 중앙3길 9 (점촌동),054-555-5208
일반음식점,문경온천가든,경상북도 문경시 문경읍 새재로 335,054-572-2323
일반음식점,소나무집,경상북도 문경시 산양면 산남로 314-17,054-554-4768
일반음식점,토닭토닭,경상북도 문경시 중앙1길 9 (점촌동),054-554-0015
일반음식점,문경제일병원 장례식장 식당,경상북도 문경시 당교3길 25 (모전동),054-550-7969
일반음식점,신전떡볶이,"경상북도 문경시 호서로 3-2, 1층 (점촌동)",054-552-1500
일반음식점,쪽갈비,경상북도 문경시 중앙8길 20 (점촌동),054-555-4785
일반음식점,오리사랑,경상북도 문경시 호서로 33 (점촌동),054-000-0000
일반음식점,연개소문식당,경상북도 문경시 가은읍 도탄길 15-1,054-571-2350
일반음식점,먹거리천국,경상북도 문경시 중앙로 87-13 (점촌동),054-555-7868
일반음식점,옹기에한가득,경상북도 문경시 호계면 상무로 377,054-555-1234
일반음식점,왕릉식당,경상북도 문경시 신흥시장길 19 (흥덕동),054-571-6360
일반음식점,마이다스,경상북도 문경시 중앙6길 14 (점촌동),054-554-0231
일반음식점,토종오리마을,경상북도 문경시 산양면 불암1길 41,054-552-5289
일반음식점,대흥국밥,경상북도 문경시 영신로 118 (영신동),054-552-2318
일반음식점,문경농장가든,경상북도 문경시 불정길 89-11 (불정동),054-000-0000
일반음식점,신평가든,경상북도 문경시 신기3길 25 (신기동),054-553-5342
일반음식점,용숯불,경상북도 문경시 매봉3길 33 (모전동),054-556-0081
일반음식점,알콩달콩 2호점,경상북도 문경시 점촌로 27 (점촌동),054-556-8858
일반음식점,김가네해물칼국수,경상북도 문경시 중앙8길 20 (점촌동),054-555-6670
일반음식점,피쉬앤그릴,경상북도 문경시 시청1길 20-12 (모전동),054-000-0000
일반음식점,한성짬뽕,경상북도 문경시 당교7길 35-7 (모전동),054-552-2714
일반음식점,영팔식육식당,경상북도 문경시 신흥2길 27 (흥덕동),054-555-1821
일반음식점,동네터농원예약식당,경상북도 문경시 동로면 여우목로 2825-3,054-553-2506
일반음식점,온천약돌한우돼지정육식당,경상북도 문경시 문경읍 온천2길 38,054-000-0000
일반음식점,다정가든,경상북도 문경시 공평로 248 (공평동),054-553-8616
일반음식점,호라이즌 캠프,경상북도 문경시 동로면 금천로 1802,054-000-0000
일반음식점,복터진집,경상북도 문경시 새동네1길 9 (모전동),054-556-3566
일반음식점,산동네청국장,경상북도 문경시 매봉6길 3-12 (모전동),054-555-7939
일반음식점,심봉사도로케,경상북도 문경시 매봉4길 15 (모전동),054-555-5926
일반음식점,진성참치문경점,경상북도 문경시 매봉6길 4-6 (모전동),054-554-5555
일반음식점,올드,경상북도 문경시 문경읍 새재로 425-3,054-000-0000
일반음식점,금복식육식당,경상북도 문경시 매봉2길 25-20 (모전동),054-555-8965
일반음식점,감포참가자미회,"경상북도 문경시 반쟁이5길 44, 1층 (모전동)",054-555-5737
일반음식점,옛날막창,경상북도 문경시 여고길 1 (점촌동),054-555-7896
일반음식점,만다래,경상북도 문경시 중앙로 16 (모전동),054-555-2048
일반음식점,문경한우타운,경상북도 문경시 문경읍 문경대로 2104,054-571-1825
일반음식점,영풍반점,경상북도 문경시 매봉4길 4 (모전동),054-556-8889
일반음식점,옛날산골통닭,경상북도 문경시 매봉4길 29 (모전동),054-554-0765
일반음식점,어반장,경상북도 문경시 점촌동 245-56,054-552-2170
일반음식점,명동왕돈까스,경상북도 문경시 중앙6길 11 (점촌동),054-000-0000
일반음식점,세븐,경상북도 문경시 매봉2길 29-1 (모전동),054-553-8188
일반음식점,내가 진짜 떡볶이다(배꼽시계),"경상북도 문경시 매봉4길 21 (모전동, 대동타운 상가1동 102호)",054-552-8892
일반음식점,흥덕한우마을,경상북도 문경시 흥덕4길 26 (흥덕동),054-555-9700
일반음식점,주연해물탕,경상북도 문경시 문경읍 온천4길 11,054-572-2155
일반음식점,새재쌈밥,경상북도 문경시 매봉로 72 (모전동),054-553-0892
일반음식점,왕푸줏간,"경상북도 문경시 문경읍 온천6길 11, 1층",054-572-4999
일반음식점,미쳐버린파닭,경상북도 문경시 신흥로 103-14 (점촌동),054-552-7399
일반음식점,어도참치,경상북도 문경시 당교로 189 (모전동),054-000-0000
일반음식점,선이호프,"경상북도 문경시 농암면 한우물길 4, 2층",054-571-6799
일반음식점,(주)케이피,경상북도 문경시 신기공단1길 53 (신기동),054-554-3234
일반음식점,아하중국집,경상북도 문경시 문경읍 온천2길 35,054-571-8282
일반음식점,단촌식당,경상북도 문경시 신기공단1길 53 (신기동),054-554-3235
일반음식점,삼우정,경상북도 문경시 남부6길 15 (모전동),054-556-5447
일반음식점,홈플러스 주식회사 문경점,경상북도 문경시 모전로 65 (모전동),054-559-8120
일반음식점,세구기매운탕,경상북도 문경시 중앙4길 20 (점촌동),054-556-7878
일반음식점,팔도식당,경상북도 문경시 문경읍 새재로 589,054-571-0140
일반음식점,맛고을,경상북도 문경시 새동네2길 15 (모전동),054-000-0000
일반음식점,오복진미생선찜,경상북도 문경시 매봉2길 2 (모전동),054-552-2088
일반음식점,홈플러스 주식회사 문경점,경상북도 문경시 모전로 65 (모전동),054-000-0000
일반음식점,주식회사 청산마을 농업회사법인,경상북도 문경시 동로면 여우목로 2520,054-552-2000
일반음식점,피자나폴리,"경상북도 문경시 문경읍 문희로 44, 1층",054-572-0332
일반음식점,문경진추어탕,경상북도 문경시 문경읍 온천2길 24,054-571-2002
일반음식점,모리칼국수,경상북도 문경시 호서로 136 (흥덕동),054-555-5932
일반음식점,와인바,"경상북도 문경시 농암면 청화로 509 (,1층)",054-460-5000
일반음식점,카페테라스,"경상북도 문경시 농암면 청화로 509 (,(1층))",054-460-5000
일반음식점,해피투게더,경상북도 문경시 농암면 청화로 509,054-460-5000
일반음식점,라쎄나,경상북도 문경시 농암면 청화로 509,054-460-5000
일반음식점,바닷속풍경,경상북도 문경시 중앙로 118-14 (점촌동),054-000-0000
일반음식점,희야네식당,경상북도 문경시 중앙시장2길 2 (점촌동),054-556-8859
일반음식점,문경새재 산골마을,경상북도 문경시 문경읍 새재로 916,054-571-9939
