연번,업소명,업종명,소재지,전화번호,비고
416,송천보양탕,일반음식점,경상북도 영천시 청통면 월성길 13,054-335-0793,영업유무확인불가
417,어부지리 해물탕,일반음식점,경상북도 영천시 신녕면 본관시장길 29,054-336-5672,영업
418,또래분식,일반음식점,경상북도 영천시 신녕면 장수로 1686-1,054-333-2723,영업
419,강변쉼터,일반음식점,경상북도 영천시 신녕면 치산안길 102,054-337-3533,영업유무확인불가
420,진학식당,일반음식점,경상북도 영천시 신녕면 치산효령로 49,054-333-4888,영업
421,남경오리,일반음식점,경상북도 영천시 신녕면 치산효령로 98,054-332-0209,영업
422,장수오리,일반음식점,경상북도 영천시 신녕면 화성중앙길 12,054-333-4402,약속다방
423,꼬꼬두마리치킨,일반음식점,경상북도 영천시 신녕면 장수로 1697,054-336-1087,영업
424,훼밀리치킨,일반음식점,"경상북도 영천시 화산면 장수로 929 (,4,7)",054-336-9992,주소지불분명
425,내고향별빛마을,일반음식점,경상북도 영천시 화북면 정각길 71-1,054-336-8929,영업
426,천문대식당,일반음식점,경상북도 영천시 화북면 별빛로 678,054-336-7121,영업
427,원조 부천성,일반음식점,경상북도 영천시 화남면 천문로 1918,054-337-0026,원조부천선짬뽕
428,전가네손짜장,일반음식점,경상북도 영천시 화남면 천문로 1697,054-332-3135,영업
429,보현스타식당,일반음식점,경상북도 영천시 임고면 포은로 396,054-335-2535,영업
430,부흥메기매운탕,일반음식점,경상북도 영천시 임고면 포은로 769-6,054-336-2074,평천감자탕
431,대창식당,일반음식점,경상북도 영천시 대창면 금창로 663,054-335-1036,영업
432,호수가 풍경소리,일반음식점,경상북도 영천시 고경면 용담로 1920,054-336-4449,영업
433,덕산식당,일반음식점,"경상북도 영천시 고경면 호국로 1521 (,-65,-66,-67,53,54)",054-337-3134,영업
434,송원정,일반음식점,경상북도 영천시 고경면 호국로 1033,054-331-9544,영업
435,단포반점,일반음식점,경상북도 영천시 고경면 호국로 346,054-336-0217,영업
436,육일식육식당,일반음식점,경상북도 영천시 북안면 운북로 2004-1,054-333-6861,육일숯불가든
437,가마솥토종순대국밥,일반음식점,경상북도 영천시 북안면 운북로 2004,054-338-5292,영업
438,항아리 찜닭,일반음식점,"경상북도 영천시 모란3길 3 (야사동,,53)",054-333-9959,영업
439,더(The)옛날통닭,일반음식점,경상북도 영천시 충효로 126 (야사동),054-335-5244,영업
440,개미식당,일반음식점,경상북도 영천시 옛군청4길 12 (문내동),054-331-1328,영업
441,참뼈,일반음식점,경상북도 영천시 호국로 112-8 (망정동),054-333-0992,영업
442,뼈대있는 돼지갈비,일반음식점,경상북도 영천시 금완로 39 (금노동),054-336-5220,영업
443,본초 불닭발,일반음식점,"경상북도 영천시 호국로 114 (망정동,,190-2)",054-336-3376,영업
444,민들레소주방,일반음식점,경상북도 영천시 완산중앙3길 11 (완산동),054-335-9222,영업
445,투다리완산점,일반음식점,경상북도 영천시 시장1길 7 (완산동),054-332-5520,영업
446,명동횟집2호점,일반음식점,"경상북도 영천시 야사시장길 42, 102호 (야사동, 새야사상가)",054-338-1204,영업
447,통닭킹.찜닭킹,일반음식점,"경상북도 영천시 한방로 193-1 (작산동,, 234-1)",054-331-1238,경주송이닭계장
448,장충동족발,일반음식점,경상북도 영천시 호국로 88 (야사동),054-332-9000,영업
449,만원의 행복(영천1호점),일반음식점,"경상북도 영천시 야사시장길 43, B동 108, 109호 (야사동)",054-333-2454,영업
450,대아반점,일반음식점,경상북도 영천시 강변로 59-1 (금노동),054-334-6867,영업
451,수앤탑 윈드벨 피자,일반음식점,경상북도 영천시 상록3길 5-2 (야사동),054-338-0335,영업
452,안가 뒷고기,일반음식점,경상북도 영천시 충효로 74 (문외동),054-331-3010,영업
453,옹가네국수방,일반음식점,경상북도 영천시 창신길 140-14 (망정동),054-338-3377,영업
454,천년황칠원,일반음식점,경상북도 영천시 청산길 55 (문외동),054-338-3989,영업
455,전주가든식당,일반음식점,경상북도 영천시 옛군청1길 16 (창구동),054-334-3976,영업
456,생선구이 미심회,일반음식점,경상북도 영천시 상록2길 36 (야사동),054-336-5535,영업
457,밀레오레,일반음식점,경상북도 영천시 동부로 39 (야사동),054-331-1775,영업
458,명동횟집1호점,일반음식점,"경상북도 영천시 야사시장길 42, 112,113,109호 (야사동)",054-338-1204,영업
459,피자에땅(영천점),일반음식점,경상북도 영천시 미륵4길 7 (망정동),054-337-8686,영업
460,향화식당,일반음식점,경상북도 영천시 조양공원길 26-6 (창구동),054-334-2886,영업
461,달맞이숯불갈비(영천점),일반음식점,경상북도 영천시 호국로 168 (조교동),054-335-3577,영업
462,찜순이,일반음식점,경상북도 영천시 무궁화길 33-3 (문외동),054-331-7174,영업
463,푸른바다횟집,일반음식점,"경상북도 영천시 호국로 114 (망정동,, 190-2)",054-333-7454,영업
464,양촌회타운,일반음식점,경상북도 영천시 상록2길 42 (야사동),054-331-1407,영업
465,콩나물국밥집,일반음식점,경상북도 영천시 강남길 22 (완산동),054-332-7106,영업
466,새이조식당,일반음식점,경상북도 영천시 강변로 38 (금노동),054-332-4836,이조식당
467,금호기사식당,일반음식점,경상북도 영천시 금호읍 대경로 1236,054-332-1808,영업
468,자금성반점,일반음식점,"경상북도 영천시 금호읍 야수골길 9-2 (,-11)",054-337-0348,영업유무확인불가
469,금호 우리뒷고기막창,일반음식점,경상북도 영천시 금호읍 거여로 30,054-337-5377,나지(裸地)
470,대박실내포차,일반음식점,"경상북도 영천시 금호읍 원제2길 14 (,18-1)",054-338-8616,영업
471,대 왕손짜장,일반음식점,경상북도 영천시 금호읍 금호로 35-1,054-337-8081,영업
472,태봉성반점,일반음식점,경상북도 영천시 금호읍 교대용대길 6,054-337-0070,영업
473,별이네밥집(정다운식당),일반음식점,경상북도 영천시 신녕면 장수로 1678,054-333-2421,영업
474,치킨왕,일반음식점,경상북도 영천시 신녕면 치산효령로 6,054-331-9901,영업
475,치산닭오리 마을,일반음식점,경상북도 영천시 신녕면 치산관광길 33,054-337-9772,영업
476,송미식당,일반음식점,경상북도 영천시 신녕면 치산효령로 8-2,054-336-2390,영업유무확인불가
477,필구이방,일반음식점,경상북도 영천시 신녕면 불바위길 10-1,054-337-8898,황제다방
478,화산장모통닭,일반음식점,경상북도 영천시 화산면 장수로 922,054-336-7978,장모님치킨
479,스마일식당휴게소,일반음식점,경상북도 영천시 화북면 아차골길 13,054-335-0525,영업유무확인불가
480,원천랜드한식당,일반음식점,경상북도 영천시 화남면 온천길 17-37,054-331-5055,영업
481,화남대천식당,일반음식점,경상북도 영천시 화남면 천문로 1884,054-337-1210,영업
482,한일식당,일반음식점,경상북도 영천시 임고면 포은로 490,054-335-8855,영업
483,덕수식당,일반음식점,경상북도 영천시 임고면 포은로 845,054-337-8453,영업
484,신미숯불,일반음식점,경상북도 영천시 대창면 금박로 1000,054-331-0096,영업
485,용명 대창식당,일반음식점,"경상북도 영천시 대창면 금박로 1057 (,1038-7)",054-336-9500,용명식당
486,청정석쇠촌,일반음식점,경상북도 영천시 고경면 청정길 15,054-336-6079,영업
487,우정분식,일반음식점,경상북도 영천시 북안면 운북로 2040,054-334-5339,영업
488,걸스닭,일반음식점,경상북도 영천시 장수로 4 (교촌동),054-332-1838,영업유무확인불가
489,산성식당3호점,일반음식점,경상북도 영천시 시장4길 52 (완산동),054-331-3290,영업
490,멕시칸윤성점,일반음식점,경상북도 영천시 금호읍 원제2길 16-8 (윤성상가 203호),054-331-5589,영업
491,정가생고기,일반음식점,경상북도 영천시 야사시장길 11 (야사동),054-338-1289,영업
492,내담(영천점),일반음식점,경상북도 영천시 교창길 13 (과전동),054-334-2283,영업
493,전미자막창,일반음식점,경상북도 영천시 호국로 114 (망정동),054-333-7803,막창아지매
494,우리 숲,일반음식점,경상북도 영천시 충효로 123 (야사동),054-338-1490,영업
495,청호한우숯불,일반음식점,경상북도 영천시 천문로 409-8 (창구동),054-033-5599,영업
496,계복치 영천점,일반음식점,경상북도 영천시 충효로 97 (문외동),054-331-9808,영업
497,피망,일반음식점,경상북도 영천시 약전1길 24 (완산동),054-338-0502,영업
498,조가짬뽕,일반음식점,경상북도 영천시 장수로 28 (화룡동),054-331-1012,영업
499,가람식육식당,일반음식점,경상북도 영천시 동부로 31-15 (야사동),054-337-1172,영업
500,골목식당,일반음식점,경상북도 영천시,054-333-8889,영업유무확인불가
501,강변에서,일반음식점,경상북도 영천시 보목1길 43 (야사동),054-332-0722,영업
502,바다마을생아구촌,일반음식점,경상북도 영천시 완산로 4-9 (완산동),054-338-2555,영업
503,교촌치킨,일반음식점,경상북도 영천시 호국로 111 (망정동),054-333-0999,경북 영천시 망정3길 7 1층
504,옛날돼지숯불,일반음식점,경상북도 영천시 옛군청3길 17 (문내동),054-333-2131,영업
505,통영굴국밥,일반음식점,경상북도 영천시 야사시장길 35-6 (야사동),054-334-3555,영업
506,소문난국밥집,일반음식점,경상북도 영천시 장수로 141 (화룡동),054-332-2688,영업
507,새동경식당,일반음식점,경상북도 영천시 강변로 62 (금노동),054-334-4398,영업
508,누아누아,일반음식점,경상북도 영천시 시장1길 6 (완산동),054-336-9055,영업
509,구육복손짜장(아이씨지점),일반음식점,경상북도 영천시 영천I.C로 46 (봉동),054-336-0988,영업
510,투다리(신주공점),일반음식점,경상북도 영천시 충효로 144 (야사동),054-332-7651,영업
511,청송기사식당,일반음식점,경상북도 영천시 장수로 135 (화룡동),054-331-2476,영업
512,멕시칸통닭,일반음식점,경상북도 영천시 최무선로 218 (성내동),054-331-3559,영업
513,미성메기매운탕,일반음식점,경상북도 영천시 상록4길 72 (야사동),054-334-2316,영업
514,단골손님,일반음식점,경상북도 영천시 충효로 70 (문외동),054-334-4113,영업
515,동호식당,일반음식점,경상북도 영천시 금호읍 금호로 102-11,054-337-0507,영업
516,감나무식당,일반음식점,경상북도 영천시 금호읍 교대길 25,054-335-7054,인과인
517,윤성치킨,일반음식점,경상북도 영천시 금호읍 원제2길 16-8 (윤성@ 105동 상가 206호),054-337-2632,영업
518,양자강반점,일반음식점,경상북도 영천시 금호읍 원제2길 16-8 (윤성@ 105동 상가 202호),054-337-1285,영업
519,나들이가든,일반음식점,경상북도 영천시,054-335-9333,영업유무확인불가
520,팔공숯불가든,일반음식점,경상북도 영천시 청통면 청통로 698-4,054-338-8082,영업
521,청통민속주막,일반음식점,경상북도 영천시 청통면 청통로 124,054-338-3313,영업
522,강희네국밥,일반음식점,경상북도 영천시 신녕면 장수로 1656-1,054-336-2373,영업
523,장성숯불샤브 ,일반음식점,경상북도 영천시 신녕면 장수로 1763,054-331-5753,영업
524,아랑정반점,일반음식점,경상북도 영천시 신녕면 화성중앙길 11,054-335-8114,영업
525,포항회가든,일반음식점,경상북도 영천시 신녕면 완화길 97,054-336-7085,영업
526,갑티칼국수식당,일반음식점,경상북도 영천시 신녕면 장수로 1765,054-332-0311,영업
527,가람숯불·회,일반음식점,경상북도 영천시 대창면 금창로 567,054-335-5245,영업
528,만나식당,일반음식점,경상북도 영천시 창대서원2길 4 (과전동),054-333-5292,보현산오리촌
529,미조리한정식,일반음식점,경상북도 영천시 무궁화길 39 (문외동),054-336-5799,영업
530,일송구이식당,일반음식점,경상북도 영천시 포교당뒷길 1 (교촌동),054-332-7689,영업
531,강산한우막구이,일반음식점,"경상북도 영천시 야사시장1길 5, B동 6호 (야사동, 문화상가)",054-333-1141,영업유무확인불가
532,청해식당,일반음식점,"경상북도 영천시 완산중앙3길 31-1 (완산동,,-30)",054-337-0301,영업
533,경신기사식당,일반음식점,"경상북도 영천시 영천아이시로 93 (봉동,외 2필지)",054-335-6767,영업
534,왕손짜장,일반음식점,경상북도 영천시 한방로 23 (도동),054-333-0677,영업
535,골목분식야식,일반음식점,경상북도 영천시 새말1길 26-13 (야사동),054-331-3750,영업유무확인불가
536,나드리구이,일반음식점,경상북도 영천시 상록5길 19 (야사동),054-332-1977,영업
537,홍가네찜닭,일반음식점,경상북도 영천시 호국로 100-11 (망정동),054-338-8228,영업
538,망정먹거리25시,일반음식점,경상북도 영천시 동부로 41 (야사동),054-335-9925,영업
539,동방숯불가든,일반음식점,경상북도 영천시 시청남1길 12-3 (문외동),054-336-8292,영업유무확인불가
540,골목포차,일반음식점,경상북도 영천시 상록7길 18 (야사동),054-000-0000,핸드폰번호
541,강남분식,일반음식점,경상북도 영천시 충효로 71-1 (문외동),054-333-1199,영업
542,평천뒷고기,일반음식점,경상북도 영천시 충효로 72 (문외동),054-334-9998,영업
543,복지회관식당,일반음식점,경상북도 영천시 도남공단3길 76 (도남동),054-335-2503,영업
544,피자치킨,일반음식점,"경상북도 영천시 창신1길 21, 창신영천타운상가동 107호 (망정동)",054-331-6100,영업
545,영천초밥전문점,일반음식점,경상북도 영천시 완산중앙3길 39 (완산동),054-338-1533,영업
546,백두대간,일반음식점,경상북도 영천시 충효로 143 (야사동),054-334-8254,영업
547,대림매운탕,일반음식점,경상북도 영천시 보목1길 43-6 (야사동),054-337-9666,영업
548,명동횟집,일반음식점,경상북도 영천시 야사시장길 43 (야사동),054-338-1204,영업
549,페리카나치킨 영천점,일반음식점,경상북도 영천시 충효로 71 (문외동),054-332-9295,영업
550,송해식당,일반음식점,경상북도 영천시 금완로 83-8 (완산동),054-331-8955,영업
551,새삼합한정식식당 ,일반음식점,경상북도 영천시 문화원길 15 (문내동),054-332-2573,영업
552,시골추어탕,일반음식점,경상북도 영천시 강변로 70 (금노동),054-332-6161,영업
553,만두독립,일반음식점,경상북도 영천시 상록5길 57 (야사동),054-333-7333,영업
554,홍콩,일반음식점,경상북도 영천시 교창길 9 (과전동),054-331-2287,영업
555,월정,일반음식점,"경상북도 영천시 금호읍 원제2길 16-8 (외 24필지 지하1층 B-3,4,5 호)",054-337-2088,영업
556,민속촌마을에,일반음식점,경상북도 영천시 금호읍 금호로 137-1,054-337-5936,영업
557,몽마르지,일반음식점,경상북도 영천시 금호읍 금호시장길 42-1,054-335-8949,영업
558,386세대,일반음식점,경상북도 영천시 금호읍 원제2길 16-8 (윤성상가 B-1),054-338-0386,영업
559,성주식당,일반음식점,"경상북도 영천시 금호읍 원제2길 16-8, 116호 (윤성상가)",054-337-7043,영업
560,할매칼국수,일반음식점,경상북도 영천시 중앙동2길 96 (문내동),054-332-3894,영업
561,삼포추어탕,일반음식점,"경상북도 영천시 신녕면 본관시장길 3, A동 7, 8호 (신녕공설시장 상설점포 )",054-331-9535,영업
562,보현산명가찜닭,일반음식점,"경상북도 영천시 화북면 천문로 2255 (, 923-3)",054-337-3799,영업
563,OK치킨,일반음식점,경상북도 영천시 임고면 포은로 742,054-336-2777,영업
564,새토담구이,일반음식점,경상북도 영천시 대창면 금창로 672-7,054-335-1170,영업
565,두레박식당,일반음식점,경상북도 영천시 대창면 금박로 1049,054-335-0259,영업
566,정든식당,일반음식점,경상북도 영천시 대창면 금박로 1051,054-335-4109,영업
567,대동식당,일반음식점,경상북도 영천시 고경면 호국로 434-14,054-335-9280,영업
568,배밭골,일반음식점,경상북도 영천시 고경면 방천길 23,054-336-5289,영업
569,궁시렁소주방,일반음식점,경상북도 영천시 북안면 임포역길 95-1,054-338-0111,영업
570,대성분식,일반음식점,경상북도 영천시 동문길 15-3 (문내동),054-334-2822,영업
571,예당,일반음식점,경상북도 영천시 야사시장길 13-36 (야사동),054-331-7553,영업
572,주선 호프,일반음식점,경상북도 영천시 서문길 15 (성내동),054-000-0000,핸드폰번호
573,가보자구이,일반음식점,경상북도 영천시 완산중앙3길 23-1 (완산동),054-331-4043,영업
574,돼지머리식당,일반음식점,경상북도 영천시 완산중앙4길 36 (완산동),054-334-3226,영업
575,징검다리주막촌,일반음식점,경상북도 영천시 창대서원2길 11-6 (과전동),054-333-1123,영업유무확인불가
576,고향솥단지삼겹살,일반음식점,경상북도 영천시 시청남1길 12-17 (문외동),054-337-0010,영업
577,도황선산곱창·막창,일반음식점,경상북도 영천시 야사시장길 13-26 (야사동),054-333-2920,영업
578,BBQ치킨카페,일반음식점,경상북도 영천시 언하공단로 95 (망정동),054-338-8811,영업
579,영천교통구내식당,일반음식점,경상북도 영천시 최무선로 69 (오수동),054-000-0000,핸드폰번호
580,참치본가,일반음식점,경상북도 영천시 충효로 83 (문외동),054-338-3456,영업
581,촌보리밥,일반음식점,"경상북도 영천시 야사4길 11 (야사동,(영동상가 B/114))",054-333-2122,영업
582,카페컴피(cafe comfy),일반음식점,경상북도 영천시 시청남길 26 (문외동),054-336-7832,영업
583,무봉리토종순대국영천점,일반음식점,경상북도 영천시 호국로 126 (망정동),054-335-0520,영업유무확인불가
584,치킨이랑똥집이랑,일반음식점,경상북도 영천시 금호읍 원제2길 16-8 (윤성상가 B/11),054-337-3779,영업
585,황금구이야식,일반음식점,"경상북도 영천시 야사4길 11 (야사동,(영동상가 A/104))",054-336-8687,영업
586,가미소주방,일반음식점,경상북도 영천시 금호읍 금호로 65,054-336-1170,영업유무확인불가
587,민아식당,일반음식점,경상북도 영천시 금호읍 원제2길 16-8 (윤성상가 B/14),054-336-4771,영업
588,은승식당,일반음식점,경상북도 영천시 금호읍 금호로 53-2,054-334-0012,경북 영천시 금호읍 금호로 55
589,영천축산농협 한우프라자,일반음식점,경상북도 영천시 금호읍 대경로 1244,054-336-1801,영업
590,교촌치킨,일반음식점,"경상북도 영천시 금호읍 교대길 3-1 (,-11)",054-335-9939,전통옛날통닭
591,개성,일반음식점,경상북도 영천시 청통면 장수로 572,054-335-1224,영업
592,화성식당,일반음식점,경상북도 영천시 신녕면 장수로 1709,054-332-0808,화성다방
593,영천스타식당,일반음식점,"경상북도 영천시 야사4길 11 (야사동,영동상가B동 103호)",054-337-7410,영업
594,한입더(THE),일반음식점,경상북도 영천시 장수로 31-2 (화룡동),054-333-3353,영업
595,길목식당,일반음식점,경상북도 영천시 모란2길 38 (야사동),054-333-2338,영업유무확인불가
596,마씨데이,일반음식점,경상북도 영천시 호국로 47 (야사동),054-338-8200,영업
597,빠담빠담치킨,일반음식점,"경상북도 영천시 금호읍 덕성길 12, 106동 105호 (우방상가)",054-333-0268,영업
598,막창시대,일반음식점,경상북도 영천시 호국로 84 (야사동),054-337-9891,영업
599,초원숯불,일반음식점,경상북도 영천시 북안면 운북로 2125,054-331-0717,영업
600,신토불이식당,일반음식점,"경상북도 영천시 야사시장길 43, C동 102,103호 (야사동)",054-331-8554,영업
601,스타컨벤션부페,일반음식점,"경상북도 영천시 금완로 51 (완산동,,1100-3,-4,-5,-6,1354)",054-335-7000,영업
602,늘봄추어탕,일반음식점,경상북도 영천시 포은로 13 (언하동),054-337-5156,영업
603,구만정,일반음식점,경상북도 영천시 장천3길 13 (조교동),054-337-3368,영업
604,태국식당,일반음식점,경상북도 영천시 무궁화길 31 (문외동),054-000-0000,영업유무확인불가
605,투다리문외점,일반음식점,경상북도 영천시 시청남1길 12-13 (문외동),054-334-9662,영업
606,금오식당,일반음식점,경상북도 영천시 북안면 팔암길 2 (외1),054-331-2228,영업
607,진주본가한방삼계탕,일반음식점,경상북도 영천시 강남길 45 (완산동),054-333-4141,영업
608,복식당,일반음식점,경상북도 영천시 금호읍 금호로 35-1,054-337-9947,복보양탕
609,영천한우판매식당,일반음식점,경상북도 영천시 강남길 37-14 (완산동),054-333-5656,영천한우식육식당
610,승혜밥집,일반음식점,경상북도 영천시 역전로 49 (완산동),054-331-2670,영업
611,우리식당,일반음식점,경상북도 영천시 청통면 금송로 977,054-335-6969,영업유무확인불가
612,민정식당(민정해물손수제비),일반음식점,경상북도 영천시 충효로 71 (문외동),054-333-5588,영업
613,만남의광장,일반음식점,경상북도 영천시 고경면 호국로 1343,054-337-0588,영업유무확인불가
614,삼미관,일반음식점,경상북도 영천시 최무선로 255 (성내동),054-335-6578,영업유무확인불가
615,동그라미분식,일반음식점,경상북도 영천시 동부로 31 (야사동),054-332-7772,영업
616,이십돼지(20육),일반음식점,"경상북도 영천시 상록2길 13, 0동 108,109,11호 (야사동,168-9,-10번지)",054-000-0000,옛날 뒷고기
617,아 거기,일반음식점,경상북도 영천시 충효로 126 (야사동),054-332-7969,영업유무확인불가
618,쪽갈비팔린다,일반음식점,"경상북도 영천시 상록2길 13, 109-110호 (야사동)",054-331-5005,영업유무확인불가
619,천안문,일반음식점,경상북도 영천시 동부로 21 (야사동),050-4570-4674,영업
620,88식당(88영양돌솥밥),일반음식점,경상북도 영천시 고경면 호국로 1018 (524-1.551-3),054-336-4288,영업
621,만평식당,일반음식점,경상북도 영천시 대창면 금창로 547,054-336-4028,영업
622,토박이생고기숯불가든,일반음식점,경상북도 영천시 운동장로 6-1 (교촌동),054-331-5393,영업
623,새부산식당,일반음식점,경상북도 영천시 상록1길 42 (야사동),054-332-8894,영업
624,정겨운 맛집,일반음식점,"경상북도 영천시 상록2길 13 (야사동,168-12,-13)",054-333-3245,영업유무확인불가
625,대구분식,일반음식점,경상북도 영천시 시장로 75 (완산동),054-331-7754,영업유무확인불가
626,새승리식당,일반음식점,"경상북도 영천시 시장4길 52 (완산동,공설시장 점포7열 73.74.77.78호)",054-333-1908,영업
627,태양이네 무지개식당,일반음식점,경상북도 영천시 호국로 100-4 (망정동),054-336-2002,영업
628,윤성분식포장마차,일반음식점,경상북도 영천시 금호읍 원제2길 13,054-338-7006,영업
629,숲속의오리(바로그집 황토 유황오리),일반음식점,경상북도 영천시 금호읍 성천앞길 41,054-338-5202,영업
630,얼큰이영천점,일반음식점,"경상북도 영천시 상록2길 13, 0동 101~103호 (야사동,-12,-13)",050-4570-3547,영업
631,티바두마리치킨,일반음식점,경상북도 영천시 호국로 28-1 (야사동),054-333-2122,영업유무확인불가
632,마인즈피자 ,일반음식점,경상북도 영천시 최무선로 272 (과전동),054-333-9882,영업
633,실비촌,일반음식점,경상북도 영천시,054-338-1224,영업
634,미미분식,일반음식점,경상북도 영천시 금호읍 금호로 168,054-333-5039,영업
635,옛날돼지국밥,일반음식점,경상북도 영천시 화산면 화산공단길 2,054-000-0000,영업유무확인불가
636,대한호프,일반음식점,경상북도 영천시 강남길 16-4 (완산동),054-331-6500,영업
637,초원식당,일반음식점,"경상북도 영천시 완산중앙4길 9 (완산동,928-21)",054-332-3773,영업
638,우리한정식,일반음식점,경상북도 영천시 청산길 63 (문외동),054-335-5515,우리식당
639,불날개 ,일반음식점,경상북도 영천시 상록2길 46 (야사동),050-4570-8669,영업
640,숲속의다향,일반음식점,경상북도 영천시 청통면 대동로 341-23,054-336-3797,영업
641,송정닭과오리,일반음식점,경상북도 영천시 화남면 천문로 1743,054-331-4327,영업
642,명산기사식당,일반음식점,경상북도 영천시 천문로 921 (도림동),054-336-3400,영업
643,쵸이스휴게레스토랑,일반음식점,경상북도 영천시 문화원길 21-4 (문내동),054-332-5005,영업
644,백암순대돼지국밥,일반음식점,경상북도 영천시 금호읍 오계공단길 6,054-337-8802,영업
645,배낚시 생갈치 전문점,일반음식점,경상북도 영천시 상록2길 26 (야사동),054-336-7724,영업
646,술딴지,일반음식점,"경상북도 영천시 금호읍 원제2길 16-8, 105동 106호 (윤성아파트상가)",054-000-0000,핸드폰번호
647,탑못휴게식당,일반음식점,경상북도 영천시 금호읍 금호로 372-12,054-335-0757,영업유무확인불가
648,동진식당,일반음식점,경상북도 영천시 채신2공단길 78 (채신동),054-336-1090,영업
649,철이네뒷고기,일반음식점,경상북도 영천시 언하공단로 89 (망정동),054-336-9433,영업
650,호갱양꼬치전문점,일반음식점,"경상북도 영천시 야사시장길 35 (야사동, (191-6))",054-000-0000,영업
651,아카츠키,일반음식점,경상북도 영천시 충효로 123-2 (야사동),054-338-8986,영업
652,돼지파양념,일반음식점,경상북도 영천시 호국로 32-1 (야사동),054-336-5160,영업
653,산동왕손짜장,일반음식점,경상북도 영천시 천문로 92 (도동),054-333-7970,영업
654,비어벙커,일반음식점,경상북도 영천시 무궁화길 31 (문외동),054-000-0000,영업유무확인불가
655,송가네통닭,일반음식점,경상북도 영천시 금호읍 교대길 22-1,054-337-9985,송가네치킨호프본점
656,가회식당,일반음식점,경상북도 영천시 상록8길 4 (야사동),054-333-6700,영업유무확인불가
657,울릉도산오징어,일반음식점,경상북도 영천시 금호읍 거여로 81 (452-12),054-332-4395,영업유무확인불가
658,뿅뿅치킨화산점,일반음식점,경상북도 영천시 화산면 장수로 924,054-336-1558,영업
659,태화루,일반음식점,경상북도 영천시 금호읍 교대길 33-3,054-331-9876,영업
660,명품금호곰탕,일반음식점,경상북도 영천시 금호읍 금호시장길 43-6,054-331-9938,영업
661,그린막창,일반음식점,경상북도 영천시 금호읍 금호로 89,054-338-4647,영업
662,1등급돈삼겹&돈숯불갈비,일반음식점,경상북도 영천시 야사시장길 36 (야사동),054-333-8989,한우숯불마을
663,솔잎식당,일반음식점,경상북도 영천시 시장2길 13 (완산동),054-338-0366,영업
664,북경원,일반음식점,"경상북도 영천시 언하공단로 83, 202호 (망정동, 정한상가)",050-4570-7670,영업
665,대구반야월막창(야사점),일반음식점,경상북도 영천시 충효로 113 (야사동),054-338-8878,영업
666,제일손칼국수,일반음식점,경상북도 영천시 우로들길 11-4 (조교동),054-334-4267,영업
667,시장횟집,일반음식점,"경상북도 영천시 시장4길 52 (완산동,영천공설시장제1지구 169,170호)",054-334-5592,영업유무확인불가
668,호식이두마리치킨(금호점),일반음식점,경상북도 영천시 금호읍 금호시장길 44,054-334-9981,영업
669,간이역,일반음식점,경상북도 영천시 언하공단로 84 (망정동),054-338-9277,영업
670,해원찜갈비,일반음식점,경상북도 영천시 옛군청4길 14 (문내동),054-331-0457,영업
671,김부장숯불갈비,일반음식점,경상북도 영천시 시청남1길 12-14 (문외동),054-338-5535,영업
672,서민횟집,일반음식점,경상북도 영천시 호국로 104 (망정동),054-338-8222,영업
673,감포횟집,일반음식점,"경상북도 영천시 문화새길 25, 14동 6호 (야사동, 문화아파트상가)",054-333-9868,영업
674,장우동분식,일반음식점,경상북도 영천시 야사시장길 43 (야사동),054-332-3232,영업
675,풍경,일반음식점,경상북도 영천시 오미길 59-1 (오미동),054-334-1888,영업유무확인불가
676,야사막썰어횟집,일반음식점,경상북도 영천시 충효로 137 (야사동),054-333-9977,영업
677,서산옥,일반음식점,경상북도 영천시 금호읍 금호로 504,054-331-3431,영업
678,가마솥수제순대국밥,일반음식점,경상북도 영천시 신녕면 치산효령로 52,054-331-5889,영업
679,보은식당,일반음식점,경상북도 영천시 완산중앙4길 39 (완산동),054-333-6243,영업
680,라일락,일반음식점,경상북도 영천시 천문로 315 (과전동),054-336-9966,영업
681,한그릇의 만족,일반음식점,경상북도 영천시 호국로 233-10 (언하동),054-333-4710,영업
682,장어독립,일반음식점,경상북도 영천시 무궁화길 48 (문외동),054-337-0815,영업
683,뒷고기국민학교,일반음식점,경상북도 영천시 역전로 43 (완산동),054-331-6611,영업
684,도남한우숯불촌,일반음식점,경상북도 영천시 봉도길 6-10 (도남동),054-336-6645,영업
685,경성관,일반음식점,경상북도 영천시 봉도길 6-14 (도남동),054-336-0772,영업
686,영양숯불갈비,일반음식점,경상북도 영천시 봉도길 6-7 (도남동),054-331-1588,영업
687,누리한우 숯불갈비,일반음식점,경상북도 영천시 봉도길 6-13 (도남동),054-338-8980,영업
688,석계손칼국수,일반음식점,경상북도 영천시 고경면 호국로 1457-10,054-337-3521,영업
689,황금콩순두부,일반음식점,경상북도 영천시 상록8길 29 (야사동),054-331-9094,영업
690,한양식당,일반음식점,경상북도 영천시 문화원길 23-9 (문내동),054-331-5907,영업
691,약콩칼국수,일반음식점,경상북도 영천시 고경면 호국로 1456,054-337-4603,약콩손칼국수손두부
692,만남식당,일반음식점,경상북도 영천시 강변로 38 (금노동),054-333-1818,영업유무확인불가
693,카페시안,일반음식점,"경상북도 영천시 화산면 가래실로 364, 시안미술관 2층",054-338-9392,영업
